species_name,tip_label,family,clade,srr_accession,sex,tissue,tissue_norm,spots,layout,ena_url_r1,ena_url_r2,species_dir,est_gb,category
Ophraella communa,Ophraella_communa,Chrysomelidae,Cucujiformia,SRR17568641,female,ovary,gonad,191632196,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/041/SRR17568641/SRR17568641_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/041/SRR17568641/SRR17568641_2.fastq.gz,Ophraella_communa,16.1,both_sex
Ophraella communa,Ophraella_communa,Chrysomelidae,Cucujiformia,SRR17568633,female,ovary,gonad,38726011,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/033/SRR17568633/SRR17568633_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/033/SRR17568633/SRR17568633_2.fastq.gz,Ophraella_communa,3.3,both_sex
Ophraella communa,Ophraella_communa,Chrysomelidae,Cucujiformia,SRR17568634,female,ovary,gonad,32134202,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/034/SRR17568634/SRR17568634_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/034/SRR17568634/SRR17568634_2.fastq.gz,Ophraella_communa,2.7,both_sex
Photinus pyralis,Photinus_pyralis,Lampyridae,Elateriformia,SRR6345452,male,whole body,whole_body,31194573,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR634/002/SRR6345452/SRR6345452_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR634/002/SRR6345452/SRR6345452_2.fastq.gz,Photinus_pyralis,2.6,both_sex
Photinus pyralis,Photinus_pyralis,Lampyridae,Elateriformia,SRR6345449,female,whole body,whole_body,31480011,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR634/009/SRR6345449/SRR6345449_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR634/009/SRR6345449/SRR6345449_2.fastq.gz,Photinus_pyralis,2.6,both_sex
Phyllotreta striolata,Phyllotreta_striolata,Chrysomelidae,Cucujiformia,SRR2758929,male,antenna,antenna,26944874,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR275/009/SRR2758929/SRR2758929_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR275/009/SRR2758929/SRR2758929_2.fastq.gz,Phyllotreta_striolata,2.3,both_sex
Phyllotreta striolata,Phyllotreta_striolata,Chrysomelidae,Cucujiformia,SRR2758935,female,antenna,antenna,27392762,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR275/005/SRR2758935/SRR2758935_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR275/005/SRR2758935/SRR2758935_2.fastq.gz,Phyllotreta_striolata,2.3,both_sex
Popillia japonica,Popillia_japonica,Scarabaeidae,Scarabaeiformia,SRR20647932,male,whole body,whole_body,51649684,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/032/SRR20647932/SRR20647932_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/032/SRR20647932/SRR20647932_2.fastq.gz,Popillia_japonica,4.3,both_sex
Popillia japonica,Popillia_japonica,Scarabaeidae,Scarabaeiformia,SRR20647950,male,whole body,whole_body,41568118,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/050/SRR20647950/SRR20647950_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/050/SRR20647950/SRR20647950_2.fastq.gz,Popillia_japonica,3.5,both_sex
Popillia japonica,Popillia_japonica,Scarabaeidae,Scarabaeiformia,SRR20647931,male,whole body,whole_body,20700821,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/031/SRR20647931/SRR20647931_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/031/SRR20647931/SRR20647931_2.fastq.gz,Popillia_japonica,1.7,both_sex
Popillia japonica,Popillia_japonica,Scarabaeidae,Scarabaeiformia,SRR20647941,female,whole body,whole_body,51997688,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/041/SRR20647941/SRR20647941_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/041/SRR20647941/SRR20647941_2.fastq.gz,Popillia_japonica,4.4,both_sex
Popillia japonica,Popillia_japonica,Scarabaeidae,Scarabaeiformia,SRR20647943,female,whole body,whole_body,46697613,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/043/SRR20647943/SRR20647943_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/043/SRR20647943/SRR20647943_2.fastq.gz,Popillia_japonica,3.9,both_sex
Popillia japonica,Popillia_japonica,Scarabaeidae,Scarabaeiformia,SRR20647944,female,whole body,whole_body,21184958,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/044/SRR20647944/SRR20647944_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/044/SRR20647944/SRR20647944_2.fastq.gz,Popillia_japonica,1.8,both_sex
Rhynchophorus ferrugineus,Rhynchophorus_ferrugineus,Curculionidae,Cucujiformia,SRR10948182,male,body,whole_body,11136312,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/082/SRR10948182/SRR10948182_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/082/SRR10948182/SRR10948182_2.fastq.gz,Rhynchophorus_ferrugineus,0.9,both_sex
Rhynchophorus ferrugineus,Rhynchophorus_ferrugineus,Curculionidae,Cucujiformia,SRR10948178,male,body,whole_body,10651933,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/078/SRR10948178/SRR10948178_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/078/SRR10948178/SRR10948178_2.fastq.gz,Rhynchophorus_ferrugineus,0.9,both_sex
Rhynchophorus ferrugineus,Rhynchophorus_ferrugineus,Curculionidae,Cucujiformia,SRR10948195,male,body,whole_body,10136066,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/095/SRR10948195/SRR10948195_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/095/SRR10948195/SRR10948195_2.fastq.gz,Rhynchophorus_ferrugineus,0.9,both_sex
Rhynchophorus ferrugineus,Rhynchophorus_ferrugineus,Curculionidae,Cucujiformia,SRR10948167,female,body,whole_body,11894795,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/067/SRR10948167/SRR10948167_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/067/SRR10948167/SRR10948167_2.fastq.gz,Rhynchophorus_ferrugineus,1.0,both_sex
Rhynchophorus ferrugineus,Rhynchophorus_ferrugineus,Curculionidae,Cucujiformia,SRR10948164,female,body,whole_body,10574992,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/064/SRR10948164/SRR10948164_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/064/SRR10948164/SRR10948164_2.fastq.gz,Rhynchophorus_ferrugineus,0.9,both_sex
Rhynchophorus ferrugineus,Rhynchophorus_ferrugineus,Curculionidae,Cucujiformia,SRR10948168,female,body,whole_body,10356606,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/068/SRR10948168/SRR10948168_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/068/SRR10948168/SRR10948168_2.fastq.gz,Rhynchophorus_ferrugineus,0.9,both_sex
Sitophilus zeamais,Sitophilus_zeamais,Curculionidae,Cucujiformia,SRR31951235,male,whole body,whole_body,23935793,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/035/SRR31951235/SRR31951235_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/035/SRR31951235/SRR31951235_2.fastq.gz,Sitophilus_zeamais,2.0,both_sex
Sitophilus zeamais,Sitophilus_zeamais,Curculionidae,Cucujiformia,SRR31951234,female,whole body,whole_body,27284457,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/034/SRR31951234/SRR31951234_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR319/034/SRR31951234/SRR31951234_2.fastq.gz,Sitophilus_zeamais,2.3,both_sex
Tenebrio molitor,Tenebrio_molitor,Tenebrionidae,Cucujiformia,SRR28672077,male,whole body,whole_body,25045738,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/077/SRR28672077/SRR28672077_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/077/SRR28672077/SRR28672077_2.fastq.gz,Tenebrio_molitor,2.1,both_sex
Tenebrio molitor,Tenebrio_molitor,Tenebrionidae,Cucujiformia,SRR28672079,male,whole body,whole_body,13964386,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/079/SRR28672079/SRR28672079_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/079/SRR28672079/SRR28672079_2.fastq.gz,Tenebrio_molitor,1.2,both_sex
Tenebrio molitor,Tenebrio_molitor,Tenebrionidae,Cucujiformia,SRR28672067,male,whole body,whole_body,10478459,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/067/SRR28672067/SRR28672067_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/067/SRR28672067/SRR28672067_2.fastq.gz,Tenebrio_molitor,0.9,both_sex
Tenebrio molitor,Tenebrio_molitor,Tenebrionidae,Cucujiformia,SRR12235350,female,full body,whole_body,70286994,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR122/050/SRR12235350/SRR12235350_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR122/050/SRR12235350/SRR12235350_2.fastq.gz,Tenebrio_molitor,5.9,both_sex
Tenebrio molitor,Tenebrio_molitor,Tenebrionidae,Cucujiformia,SRR12235349,female,full body,whole_body,51296700,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR122/049/SRR12235349/SRR12235349_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR122/049/SRR12235349/SRR12235349_2.fastq.gz,Tenebrio_molitor,4.3,both_sex
Tenebrio molitor,Tenebrio_molitor,Tenebrionidae,Cucujiformia,SRR28672076,female,whole body,whole_body,23156929,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/076/SRR28672076/SRR28672076_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/076/SRR28672076/SRR28672076_2.fastq.gz,Tenebrio_molitor,1.9,both_sex
Tomicus yunnanensis,Tomicus_yunnanensis,Curculionidae,Cucujiformia,SRR26947140,male,Male reproductive systems,gonad,20037109,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR269/040/SRR26947140/SRR26947140_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR269/040/SRR26947140/SRR26947140_2.fastq.gz,Tomicus_yunnanensis,1.7,both_sex
Tomicus yunnanensis,Tomicus_yunnanensis,Curculionidae,Cucujiformia,SRR26947139,male,Male residual bodies,gonad,19992941,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR269/039/SRR26947139/SRR26947139_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR269/039/SRR26947139/SRR26947139_2.fastq.gz,Tomicus_yunnanensis,1.7,both_sex
Tomicus yunnanensis,Tomicus_yunnanensis,Curculionidae,Cucujiformia,SRR26947141,female,Female residual bodies,gonad,34349793,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR269/041/SRR26947141/SRR26947141_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR269/041/SRR26947141/SRR26947141_2.fastq.gz,Tomicus_yunnanensis,2.9,both_sex
Tomicus yunnanensis,Tomicus_yunnanensis,Curculionidae,Cucujiformia,SRR26947142,female,Female reproductive systems,gonad,23299853,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR269/042/SRR26947142/SRR26947142_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR269/042/SRR26947142/SRR26947142_2.fastq.gz,Tomicus_yunnanensis,2.0,both_sex
Tribolium confusum,Tribolium_confusum,Tenebrionidae,Cucujiformia,SRR14070859,male,Head and Prothorax,head,79901512,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/059/SRR14070859/SRR14070859_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/059/SRR14070859/SRR14070859_2.fastq.gz,Tribolium_confusum,6.7,both_sex
Tribolium confusum,Tribolium_confusum,Tenebrionidae,Cucujiformia,SRR14070858,male,Head and Prothorax,head,41282032,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/058/SRR14070858/SRR14070858_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/058/SRR14070858/SRR14070858_2.fastq.gz,Tribolium_confusum,3.5,both_sex
Tribolium confusum,Tribolium_confusum,Tenebrionidae,Cucujiformia,SRR23136102,male,head,head,31286581,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/002/SRR23136102/SRR23136102_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/002/SRR23136102/SRR23136102_2.fastq.gz,Tribolium_confusum,2.6,both_sex
Tribolium confusum,Tribolium_confusum,Tenebrionidae,Cucujiformia,SRR14070857,female,Head and Prothorax,head,75025791,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/057/SRR14070857/SRR14070857_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/057/SRR14070857/SRR14070857_2.fastq.gz,Tribolium_confusum,6.3,both_sex
Tribolium confusum,Tribolium_confusum,Tenebrionidae,Cucujiformia,SRR14070856,female,Head and Prothorax,head,39952621,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/056/SRR14070856/SRR14070856_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/056/SRR14070856/SRR14070856_2.fastq.gz,Tribolium_confusum,3.4,both_sex
Tribolium confusum,Tribolium_confusum,Tenebrionidae,Cucujiformia,SRR23136101,female,head,head,31926010,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR23136101/SRR23136101_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/001/SRR23136101/SRR23136101_2.fastq.gz,Tribolium_confusum,2.7,both_sex
Tribolium freemani,Tribolium_freemani,Tenebrionidae,Cucujiformia,SRR10079131,male,testes,gonad,20318541,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/031/SRR10079131/SRR10079131.fastq.gz,,Tribolium_freemani,0.9,both_sex
Tribolium freemani,Tribolium_freemani,Tenebrionidae,Cucujiformia,SRR10075604,male,testes,gonad,11902977,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/004/SRR10075604/SRR10075604.fastq.gz,,Tribolium_freemani,0.5,both_sex
Tribolium freemani,Tribolium_freemani,Tenebrionidae,Cucujiformia,SRR10079130,female,ovary,gonad,27742999,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/030/SRR10079130/SRR10079130.fastq.gz,,Tribolium_freemani,1.2,both_sex
Tribolium freemani,Tribolium_freemani,Tenebrionidae,Cucujiformia,SRR10075603,female,ovary,gonad,12651411,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/003/SRR10075603/SRR10075603.fastq.gz,,Tribolium_freemani,0.5,both_sex
Trypoxylus dichotomus,Trypoxylus_dichotomus,Scarabaeidae,Scarabaeiformia,SRR7906913,male,hdhorn,hdhorn,35789073,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/003/SRR7906913/SRR7906913_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/003/SRR7906913/SRR7906913_2.fastq.gz,Trypoxylus_dichotomus,3.0,both_sex
Trypoxylus dichotomus,Trypoxylus_dichotomus,Scarabaeidae,Scarabaeiformia,SRR7906916,male,hdhorn,hdhorn,29718541,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/006/SRR7906916/SRR7906916_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/006/SRR7906916/SRR7906916_2.fastq.gz,Trypoxylus_dichotomus,2.5,both_sex
Trypoxylus dichotomus,Trypoxylus_dichotomus,Scarabaeidae,Scarabaeiformia,SRR7906905,male,hdhorn,hdhorn,28367628,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/005/SRR7906905/SRR7906905_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/005/SRR7906905/SRR7906905_2.fastq.gz,Trypoxylus_dichotomus,2.4,both_sex
Trypoxylus dichotomus,Trypoxylus_dichotomus,Scarabaeidae,Scarabaeiformia,SRR7906901,female,hdhorn,hdhorn,33457463,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/001/SRR7906901/SRR7906901_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/001/SRR7906901/SRR7906901_2.fastq.gz,Trypoxylus_dichotomus,2.8,both_sex
Trypoxylus dichotomus,Trypoxylus_dichotomus,Scarabaeidae,Scarabaeiformia,SRR7906932,female,hdhorn,hdhorn,31039938,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/002/SRR7906932/SRR7906932_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/002/SRR7906932/SRR7906932_2.fastq.gz,Trypoxylus_dichotomus,2.6,both_sex
Trypoxylus dichotomus,Trypoxylus_dichotomus,Scarabaeidae,Scarabaeiformia,SRR7906919,female,hdhorn,hdhorn,28948648,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/009/SRR7906919/SRR7906919_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/009/SRR7906919/SRR7906919_2.fastq.gz,Trypoxylus_dichotomus,2.4,both_sex
Ulomoides dermestoides,Ulomoides_dermestoides,Tenebrionidae,Cucujiformia,SRR29816048,male,Whole body,whole_body,18300047,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/048/SRR29816048/SRR29816048_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/048/SRR29816048/SRR29816048_2.fastq.gz,Ulomoides_dermestoides,1.5,both_sex
Ulomoides dermestoides,Ulomoides_dermestoides,Tenebrionidae,Cucujiformia,SRR29816049,male,Whole body,whole_body,16686840,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/049/SRR29816049/SRR29816049_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/049/SRR29816049/SRR29816049_2.fastq.gz,Ulomoides_dermestoides,1.4,both_sex
Ulomoides dermestoides,Ulomoides_dermestoides,Tenebrionidae,Cucujiformia,SRR29816047,female,Whole body,whole_body,24198435,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/047/SRR29816047/SRR29816047_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR298/047/SRR29816047/SRR29816047_2.fastq.gz,Ulomoides_dermestoides,2.0,both_sex
Catharsius molossus,Catharsius_molossus,Scarabaeidae,Scarabaeiformia,SRR13921782,male,Reproductive Tissues,gonad,27178102,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/082/SRR13921782/SRR13921782_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/082/SRR13921782/SRR13921782_2.fastq.gz,Catharsius_molossus,2.3,male_only
Catharsius molossus,Catharsius_molossus,Scarabaeidae,Scarabaeiformia,SRR13921899,male,Reproductive Tissues,gonad,27068085,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/099/SRR13921899/SRR13921899_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/099/SRR13921899/SRR13921899_2.fastq.gz,Catharsius_molossus,2.3,male_only
Catharsius molossus,Catharsius_molossus,Scarabaeidae,Scarabaeiformia,SRR13921900,male,Reproductive Tissues,gonad,24670727,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/000/SRR13921900/SRR13921900_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/000/SRR13921900/SRR13921900_2.fastq.gz,Catharsius_molossus,2.1,male_only
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210694,female,whole adult,whole_body,27824809,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/094/SRR11210694/SRR11210694_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/094/SRR11210694/SRR11210694_2.fastq.gz,Dendroctonus_valens,2.3,female_only
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210697,female,whole adult,whole_body,27004005,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/097/SRR11210697/SRR11210697_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/097/SRR11210697/SRR11210697_2.fastq.gz,Dendroctonus_valens,2.3,female_only
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210700,female,whole adult,whole_body,26403501,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/000/SRR11210700/SRR11210700_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/000/SRR11210700/SRR11210700_2.fastq.gz,Dendroctonus_valens,2.2,female_only
Diorhabda sublineata,Diorhabda_sublineata,Chrysomelidae,Cucujiformia,SRR20408717,female,head,head,45920924,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/017/SRR20408717/SRR20408717_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/017/SRR20408717/SRR20408717_2.fastq.gz,Diorhabda_sublineata,3.9,female_only
Diorhabda sublineata,Diorhabda_sublineata,Chrysomelidae,Cucujiformia,SRR20408716,female,thorax,thorax,44734570,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/016/SRR20408716/SRR20408716_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/016/SRR20408716/SRR20408716_2.fastq.gz,Diorhabda_sublineata,3.8,female_only
Diorhabda sublineata,Diorhabda_sublineata,Chrysomelidae,Cucujiformia,SRR20408715,female,abdomen,abdomen,42639381,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/015/SRR20408715/SRR20408715_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/015/SRR20408715/SRR20408715_2.fastq.gz,Diorhabda_sublineata,3.6,female_only
Dynastes maya,Dynastes_maya,Scarabaeidae,Scarabaeiformia,SRR21205441,male,musscle,musscle,38761481,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/041/SRR21205441/SRR21205441_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/041/SRR21205441/SRR21205441_2.fastq.gz,Dynastes_maya,3.3,male_only
Dynastes maya,Dynastes_maya,Scarabaeidae,Scarabaeiformia,SRR21205443,male,musscle,musscle,38686094,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/043/SRR21205443/SRR21205443_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/043/SRR21205443/SRR21205443_2.fastq.gz,Dynastes_maya,3.2,male_only
Dynastes maya,Dynastes_maya,Scarabaeidae,Scarabaeiformia,SRR21205442,male,musscle,musscle,34292198,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/042/SRR21205442/SRR21205442_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/042/SRR21205442/SRR21205442_2.fastq.gz,Dynastes_maya,2.9,male_only
Hippodamia convergens,Hippodamia_convergens,Coccinellidae,Cucujiformia,SRR15420705,female,Whole body,whole_body,24633003,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/005/SRR15420705/SRR15420705_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/005/SRR15420705/SRR15420705_2.fastq.gz,Hippodamia_convergens,2.1,female_only
Hippodamia convergens,Hippodamia_convergens,Coccinellidae,Cucujiformia,SRR15420719,female,Whole body,whole_body,24283980,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/019/SRR15420719/SRR15420719_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/019/SRR15420719/SRR15420719_2.fastq.gz,Hippodamia_convergens,2.0,female_only
Hippodamia convergens,Hippodamia_convergens,Coccinellidae,Cucujiformia,SRR15420718,female,Whole body,whole_body,22544917,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/018/SRR15420718/SRR15420718_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR154/018/SRR15420718/SRR15420718_2.fastq.gz,Hippodamia_convergens,1.9,female_only
Ichthyurus bourgeoisi,Ichthyurus_bourgeoisi,Cantharidae,Elateriformia,SRR35194796,male,whole body,whole_body,42583761,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/096/SRR35194796/SRR35194796_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/096/SRR35194796/SRR35194796_2.fastq.gz,Ichthyurus_bourgeoisi,3.6,male_only
Ichthyurus bourgeoisi,Ichthyurus_bourgeoisi,Cantharidae,Elateriformia,SRR35194798,male,whole body,whole_body,32661213,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/098/SRR35194798/SRR35194798_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/098/SRR35194798/SRR35194798_2.fastq.gz,Ichthyurus_bourgeoisi,2.7,male_only
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146442,male,epidermis,epidermis,17319690,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/042/SRR11146442/SRR11146442.fastq.gz,,Onthophagus_sagittarius,0.7,male_only
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146443,male,epidermis,epidermis,14820049,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/043/SRR11146443/SRR11146443.fastq.gz,,Onthophagus_sagittarius,0.6,male_only
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146429,male,epidermis,epidermis,14776974,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/029/SRR11146429/SRR11146429.fastq.gz,,Onthophagus_sagittarius,0.6,male_only
