species_name,tip_label,family,clade,srr_accession,sex,tissue,tissue_norm,spots,layout,ena_url_r1,ena_url_r2,species_dir,est_gb,category
Cryptolaemus montrouzieri,Cryptolaemus_montrouzieri,Coccinellidae,Cucujiformia,SRR24179328,male,abdomen,abdomen,21542076,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/028/SRR24179328/SRR24179328_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/028/SRR24179328/SRR24179328_2.fastq.gz,Cryptolaemus_montrouzieri,1.8,both_sex
Cryptolaemus montrouzieri,Cryptolaemus_montrouzieri,Coccinellidae,Cucujiformia,SRR24179327,male,abdomen,abdomen,20699575,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/027/SRR24179327/SRR24179327_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/027/SRR24179327/SRR24179327_2.fastq.gz,Cryptolaemus_montrouzieri,1.7,both_sex
Cryptolaemus montrouzieri,Cryptolaemus_montrouzieri,Coccinellidae,Cucujiformia,SRR24179325,female,abdomen,abdomen,23297722,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/025/SRR24179325/SRR24179325_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/025/SRR24179325/SRR24179325_2.fastq.gz,Cryptolaemus_montrouzieri,2.0,both_sex
Cryptolaemus montrouzieri,Cryptolaemus_montrouzieri,Coccinellidae,Cucujiformia,SRR24179336,female,abdomen,abdomen,20565718,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/036/SRR24179336/SRR24179336_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/036/SRR24179336/SRR24179336_2.fastq.gz,Cryptolaemus_montrouzieri,1.7,both_sex
Cryptolaemus montrouzieri,Cryptolaemus_montrouzieri,Coccinellidae,Cucujiformia,SRR24179337,female,abdomen,abdomen,19956597,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/037/SRR24179337/SRR24179337_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/037/SRR24179337/SRR24179337_2.fastq.gz,Cryptolaemus_montrouzieri,1.7,both_sex
Cylas formicarius,Cylas_formicarius,Brentidae,Cucujiformia,SRR5127271,male,male antennae,antenna,25591700,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/001/SRR5127271/SRR5127271_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/001/SRR5127271/SRR5127271_2.fastq.gz,Cylas_formicarius,2.1,both_sex
Cylas formicarius,Cylas_formicarius,Brentidae,Cucujiformia,SRR5127266,female,female antennae,antenna,24216957,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/006/SRR5127266/SRR5127266_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR512/006/SRR5127266/SRR5127266_2.fastq.gz,Cylas_formicarius,2.0,both_sex
Dalotia coriaria,Dalotia_coriaria,Staphylinidae,Staphyliniformia,SRR23816773,male,whole insect,whole_body,41231842,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR238/073/SRR23816773/SRR23816773_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR238/073/SRR23816773/SRR23816773_2.fastq.gz,Dalotia_coriaria,3.5,both_sex
Dalotia coriaria,Dalotia_coriaria,Staphylinidae,Staphyliniformia,SRR23816774,female,whole insect,whole_body,60868846,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR238/074/SRR23816774/SRR23816774_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR238/074/SRR23816774/SRR23816774_2.fastq.gz,Dalotia_coriaria,5.1,both_sex
Dastarcus helophoroides,Dastarcus_helophoroides,Bothrideridae,Cucujiformia,SRR25020626,male,,unspecified,30298753,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/026/SRR25020626/SRR25020626_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/026/SRR25020626/SRR25020626_2.fastq.gz,Dastarcus_helophoroides,2.5,both_sex
Dastarcus helophoroides,Dastarcus_helophoroides,Bothrideridae,Cucujiformia,SRR25020620,male,,unspecified,29186720,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/020/SRR25020620/SRR25020620_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/020/SRR25020620/SRR25020620_2.fastq.gz,Dastarcus_helophoroides,2.5,both_sex
Dastarcus helophoroides,Dastarcus_helophoroides,Bothrideridae,Cucujiformia,SRR25020629,male,,unspecified,28180897,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/029/SRR25020629/SRR25020629_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/029/SRR25020629/SRR25020629_2.fastq.gz,Dastarcus_helophoroides,2.4,both_sex
Dastarcus helophoroides,Dastarcus_helophoroides,Bothrideridae,Cucujiformia,SRR25020636,female,,unspecified,30586870,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/036/SRR25020636/SRR25020636_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/036/SRR25020636/SRR25020636_2.fastq.gz,Dastarcus_helophoroides,2.6,both_sex
Dastarcus helophoroides,Dastarcus_helophoroides,Bothrideridae,Cucujiformia,SRR25020623,female,,unspecified,29753861,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/023/SRR25020623/SRR25020623_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/023/SRR25020623/SRR25020623_2.fastq.gz,Dastarcus_helophoroides,2.5,both_sex
Dastarcus helophoroides,Dastarcus_helophoroides,Bothrideridae,Cucujiformia,SRR25020633,female,,unspecified,27465552,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/033/SRR25020633/SRR25020633_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR250/033/SRR25020633/SRR25020633_2.fastq.gz,Dastarcus_helophoroides,2.3,both_sex
Dendroctonus frontalis,Dendroctonus_frontalis,Curculionidae,Cucujiformia,SRR28745950,male,whole organism,whole_body,3766183,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/050/SRR28745950/SRR28745950_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/050/SRR28745950/SRR28745950_2.fastq.gz,Dendroctonus_frontalis,0.3,both_sex
Dendroctonus frontalis,Dendroctonus_frontalis,Curculionidae,Cucujiformia,SRR28745948,male,whole organism,whole_body,3751336,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/048/SRR28745948/SRR28745948_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/048/SRR28745948/SRR28745948_2.fastq.gz,Dendroctonus_frontalis,0.3,both_sex
Dendroctonus frontalis,Dendroctonus_frontalis,Curculionidae,Cucujiformia,SRR28745947,male,whole organism,whole_body,3615808,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/047/SRR28745947/SRR28745947_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/047/SRR28745947/SRR28745947_2.fastq.gz,Dendroctonus_frontalis,0.3,both_sex
Dendroctonus frontalis,Dendroctonus_frontalis,Curculionidae,Cucujiformia,SRR28745949,female,whole organism,whole_body,4426077,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/049/SRR28745949/SRR28745949_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/049/SRR28745949/SRR28745949_2.fastq.gz,Dendroctonus_frontalis,0.4,both_sex
Dendroctonus frontalis,Dendroctonus_frontalis,Curculionidae,Cucujiformia,SRR28745943,female,whole organism,whole_body,3648154,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/043/SRR28745943/SRR28745943_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/043/SRR28745943/SRR28745943_2.fastq.gz,Dendroctonus_frontalis,0.3,both_sex
Dendroctonus frontalis,Dendroctonus_frontalis,Curculionidae,Cucujiformia,SRR28745935,female,whole organism,whole_body,3499685,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/035/SRR28745935/SRR28745935_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/035/SRR28745935/SRR28745935_2.fastq.gz,Dendroctonus_frontalis,0.3,both_sex
Dendroctonus ponderosae,Dendroctonus_ponderosae,Curculionidae,Cucujiformia,SRR1703012,male,fat body,fat_body,64021034,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/002/SRR1703012/SRR1703012_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/002/SRR1703012/SRR1703012_2.fastq.gz,Dendroctonus_ponderosae,5.4,both_sex
Dendroctonus ponderosae,Dendroctonus_ponderosae,Curculionidae,Cucujiformia,SRR1702950,male,fat body,fat_body,45769474,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR1702950/SRR1702950_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR1702950/SRR1702950_2.fastq.gz,Dendroctonus_ponderosae,3.8,both_sex
Dendroctonus ponderosae,Dendroctonus_ponderosae,Curculionidae,Cucujiformia,SRR1702933,male,fat body,fat_body,16471004,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1702933/SRR1702933_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1702933/SRR1702933_2.fastq.gz,Dendroctonus_ponderosae,1.4,both_sex
Dendroctonus ponderosae,Dendroctonus_ponderosae,Curculionidae,Cucujiformia,SRR1702894,female,fat body,fat_body,76780490,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/004/SRR1702894/SRR1702894_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/004/SRR1702894/SRR1702894_2.fastq.gz,Dendroctonus_ponderosae,6.4,both_sex
Dendroctonus ponderosae,Dendroctonus_ponderosae,Curculionidae,Cucujiformia,SRR1702923,female,fat body,fat_body,59855700,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1702923/SRR1702923_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1702923/SRR1702923_2.fastq.gz,Dendroctonus_ponderosae,5.0,both_sex
Dendroctonus ponderosae,Dendroctonus_ponderosae,Curculionidae,Cucujiformia,SRR1702891,female,fat body,fat_body,17130411,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/001/SRR1702891/SRR1702891_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/001/SRR1702891/SRR1702891_2.fastq.gz,Dendroctonus_ponderosae,1.4,both_sex
Diabrotica undecimpunctata,Diabrotica_undecimpunctata,Chrysomelidae,Cucujiformia,SRR32395303,male,whole organism,whole_body,54835614,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/003/SRR32395303/SRR32395303_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/003/SRR32395303/SRR32395303_2.fastq.gz,Diabrotica_undecimpunctata,4.6,both_sex
Diabrotica undecimpunctata,Diabrotica_undecimpunctata,Chrysomelidae,Cucujiformia,SRR32395306,male,whole organism,whole_body,51235974,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/006/SRR32395306/SRR32395306_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/006/SRR32395306/SRR32395306_2.fastq.gz,Diabrotica_undecimpunctata,4.3,both_sex
Diabrotica undecimpunctata,Diabrotica_undecimpunctata,Chrysomelidae,Cucujiformia,SRR32395305,male,whole organism,whole_body,41487998,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/005/SRR32395305/SRR32395305_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/005/SRR32395305/SRR32395305_2.fastq.gz,Diabrotica_undecimpunctata,3.5,both_sex
Diabrotica undecimpunctata,Diabrotica_undecimpunctata,Chrysomelidae,Cucujiformia,SRR32395298,female,whole organism,whole_body,59572530,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/098/SRR32395298/SRR32395298_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/098/SRR32395298/SRR32395298_2.fastq.gz,Diabrotica_undecimpunctata,5.0,both_sex
Diabrotica undecimpunctata,Diabrotica_undecimpunctata,Chrysomelidae,Cucujiformia,SRR32395297,female,whole organism,whole_body,56309160,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/097/SRR32395297/SRR32395297_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/097/SRR32395297/SRR32395297_2.fastq.gz,Diabrotica_undecimpunctata,4.7,both_sex
Diabrotica undecimpunctata,Diabrotica_undecimpunctata,Chrysomelidae,Cucujiformia,SRR32395311,female,whole organism,whole_body,55901304,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/011/SRR32395311/SRR32395311_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR323/011/SRR32395311/SRR32395311_2.fastq.gz,Diabrotica_undecimpunctata,4.7,both_sex
Diabrotica virgifera virgifera,Diabrotica_virgifera_virgifera,Chrysomelidae,Cucujiformia,SRR6506231,male,Whole body,whole_body,36656062,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/001/SRR6506231/SRR6506231_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/001/SRR6506231/SRR6506231_2.fastq.gz,Diabrotica_virgifera_virgifera,3.1,both_sex
Diabrotica virgifera virgifera,Diabrotica_virgifera_virgifera,Chrysomelidae,Cucujiformia,SRR6506251,male,Whole body,whole_body,36216004,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/001/SRR6506251/SRR6506251_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/001/SRR6506251/SRR6506251_2.fastq.gz,Diabrotica_virgifera_virgifera,3.0,both_sex
Diabrotica virgifera virgifera,Diabrotica_virgifera_virgifera,Chrysomelidae,Cucujiformia,SRR6506227,male,Whole body,whole_body,34702399,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/007/SRR6506227/SRR6506227_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/007/SRR6506227/SRR6506227_2.fastq.gz,Diabrotica_virgifera_virgifera,2.9,both_sex
Diabrotica virgifera virgifera,Diabrotica_virgifera_virgifera,Chrysomelidae,Cucujiformia,SRR6506240,female,Whole body,whole_body,39181321,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/000/SRR6506240/SRR6506240_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/000/SRR6506240/SRR6506240_2.fastq.gz,Diabrotica_virgifera_virgifera,3.3,both_sex
Diabrotica virgifera virgifera,Diabrotica_virgifera_virgifera,Chrysomelidae,Cucujiformia,SRR6506230,female,Whole body,whole_body,39091424,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/000/SRR6506230/SRR6506230_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/000/SRR6506230/SRR6506230_2.fastq.gz,Diabrotica_virgifera_virgifera,3.3,both_sex
Diabrotica virgifera virgifera,Diabrotica_virgifera_virgifera,Chrysomelidae,Cucujiformia,SRR6506254,female,Whole body,whole_body,38753142,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/004/SRR6506254/SRR6506254_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/004/SRR6506254/SRR6506254_2.fastq.gz,Diabrotica_virgifera_virgifera,3.3,both_sex
Digitonthophagus gazella,Digitonthophagus_gazella,Scarabaeidae,Scarabaeiformia,SRR14103602,male,foretibia,foretibia,23379349,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/002/SRR14103602/SRR14103602.fastq.gz,,Digitonthophagus_gazella,1.0,both_sex
Digitonthophagus gazella,Digitonthophagus_gazella,Scarabaeidae,Scarabaeiformia,SRR14103583,male,foretibia,foretibia,22943497,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/083/SRR14103583/SRR14103583.fastq.gz,,Digitonthophagus_gazella,1.0,both_sex
Digitonthophagus gazella,Digitonthophagus_gazella,Scarabaeidae,Scarabaeiformia,SRR14103597,male,foretibia,foretibia,22567371,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/097/SRR14103597/SRR14103597.fastq.gz,,Digitonthophagus_gazella,0.9,both_sex
Digitonthophagus gazella,Digitonthophagus_gazella,Scarabaeidae,Scarabaeiformia,SRR14103594,female,foretibia,foretibia,26029831,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/094/SRR14103594/SRR14103594.fastq.gz,,Digitonthophagus_gazella,1.1,both_sex
Digitonthophagus gazella,Digitonthophagus_gazella,Scarabaeidae,Scarabaeiformia,SRR14103587,female,foretibia,foretibia,23412294,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/087/SRR14103587/SRR14103587.fastq.gz,,Digitonthophagus_gazella,1.0,both_sex
Digitonthophagus gazella,Digitonthophagus_gazella,Scarabaeidae,Scarabaeiformia,SRR14103589,female,foretibia,foretibia,21875794,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/089/SRR14103589/SRR14103589.fastq.gz,,Digitonthophagus_gazella,0.9,both_sex
Drusilla canaliculata,Drusilla_canaliculata,Staphylinidae,Staphyliniformia,SRR15992416,male,body without head,body without head,87683142,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR159/016/SRR15992416/SRR15992416_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR159/016/SRR15992416/SRR15992416_2.fastq.gz,Drusilla_canaliculata,7.4,both_sex
Drusilla canaliculata,Drusilla_canaliculata,Staphylinidae,Staphyliniformia,SRR15992414,female,body without head,body without head,87247749,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR159/014/SRR15992414/SRR15992414_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR159/014/SRR15992414/SRR15992414_2.fastq.gz,Drusilla_canaliculata,7.3,both_sex
Eucryptorrhynchus brandti,Eucryptorrhynchus_brandti,Curculionidae,Cucujiformia,SRR7589712,male,antennae,antenna,25385275,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/002/SRR7589712/SRR7589712_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/002/SRR7589712/SRR7589712_2.fastq.gz,Eucryptorrhynchus_brandti,2.1,both_sex
Eucryptorrhynchus brandti,Eucryptorrhynchus_brandti,Curculionidae,Cucujiformia,SRR7589711,male,antennae,antenna,25309924,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/001/SRR7589711/SRR7589711_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/001/SRR7589711/SRR7589711_2.fastq.gz,Eucryptorrhynchus_brandti,2.1,both_sex
Eucryptorrhynchus brandti,Eucryptorrhynchus_brandti,Curculionidae,Cucujiformia,SRR7589721,male,antennae,antenna,24938759,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/001/SRR7589721/SRR7589721_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/001/SRR7589721/SRR7589721_2.fastq.gz,Eucryptorrhynchus_brandti,2.1,both_sex
Eucryptorrhynchus brandti,Eucryptorrhynchus_brandti,Curculionidae,Cucujiformia,SRR7589710,female,antennae,antenna,25317497,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/000/SRR7589710/SRR7589710_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/000/SRR7589710/SRR7589710_2.fastq.gz,Eucryptorrhynchus_brandti,2.1,both_sex
Eucryptorrhynchus brandti,Eucryptorrhynchus_brandti,Curculionidae,Cucujiformia,SRR7589713,female,antennae,antenna,25270354,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/003/SRR7589713/SRR7589713_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/003/SRR7589713/SRR7589713_2.fastq.gz,Eucryptorrhynchus_brandti,2.1,both_sex
Eucryptorrhynchus brandti,Eucryptorrhynchus_brandti,Curculionidae,Cucujiformia,SRR7589720,female,antennae,antenna,19762739,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/000/SRR7589720/SRR7589720_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/000/SRR7589720/SRR7589720_2.fastq.gz,Eucryptorrhynchus_brandti,1.7,both_sex
Eucryptorrhynchus scrobiculatus,Eucryptorrhynchus_scrobiculatus,Curculionidae,Cucujiformia,SRR7589719,male,antennae,antenna,25622616,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/009/SRR7589719/SRR7589719_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/009/SRR7589719/SRR7589719_2.fastq.gz,Eucryptorrhynchus_scrobiculatus,2.2,both_sex
Eucryptorrhynchus scrobiculatus,Eucryptorrhynchus_scrobiculatus,Curculionidae,Cucujiformia,SRR7589717,male,antennae,antenna,25576956,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/007/SRR7589717/SRR7589717_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/007/SRR7589717/SRR7589717_2.fastq.gz,Eucryptorrhynchus_scrobiculatus,2.1,both_sex
Eucryptorrhynchus scrobiculatus,Eucryptorrhynchus_scrobiculatus,Curculionidae,Cucujiformia,SRR7589715,male,antennae,antenna,24982047,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/005/SRR7589715/SRR7589715_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/005/SRR7589715/SRR7589715_2.fastq.gz,Eucryptorrhynchus_scrobiculatus,2.1,both_sex
Eucryptorrhynchus scrobiculatus,Eucryptorrhynchus_scrobiculatus,Curculionidae,Cucujiformia,SRR7589718,female,antennae,antenna,24978612,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/008/SRR7589718/SRR7589718_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/008/SRR7589718/SRR7589718_2.fastq.gz,Eucryptorrhynchus_scrobiculatus,2.1,both_sex
Eucryptorrhynchus scrobiculatus,Eucryptorrhynchus_scrobiculatus,Curculionidae,Cucujiformia,SRR7589714,female,antennae,antenna,24894504,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/004/SRR7589714/SRR7589714_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/004/SRR7589714/SRR7589714_2.fastq.gz,Eucryptorrhynchus_scrobiculatus,2.1,both_sex
Eucryptorrhynchus scrobiculatus,Eucryptorrhynchus_scrobiculatus,Curculionidae,Cucujiformia,SRR7589716,female,antennae,antenna,24890672,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/006/SRR7589716/SRR7589716_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR758/006/SRR7589716/SRR7589716_2.fastq.gz,Eucryptorrhynchus_scrobiculatus,2.1,both_sex
Euwallacea fornicatus,Euwallacea_fornicatus,Curculionidae,Cucujiformia,SRR28349127,male,"Whole body, adult",whole_body,22963408,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR283/027/SRR28349127/SRR28349127_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR283/027/SRR28349127/SRR28349127_2.fastq.gz,Euwallacea_fornicatus,1.9,both_sex
Euwallacea fornicatus,Euwallacea_fornicatus,Curculionidae,Cucujiformia,SRR29420467,female,whole individual,whole_body,55897514,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/067/SRR29420467/SRR29420467_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/067/SRR29420467/SRR29420467_2.fastq.gz,Euwallacea_fornicatus,4.7,both_sex
Euwallacea fornicatus,Euwallacea_fornicatus,Curculionidae,Cucujiformia,SRR28349129,female,"Whole body, adult",whole_body,35359353,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR283/029/SRR28349129/SRR28349129_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR283/029/SRR28349129/SRR28349129_2.fastq.gz,Euwallacea_fornicatus,3.0,both_sex
Gnatocerus cornutus,Gnatocerus_cornutus,Tenebrionidae,Cucujiformia,SRR14070865,male,Head and Prothorax,head,71924535,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/065/SRR14070865/SRR14070865_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/065/SRR14070865/SRR14070865_2.fastq.gz,Gnatocerus_cornutus,6.0,both_sex
Gnatocerus cornutus,Gnatocerus_cornutus,Tenebrionidae,Cucujiformia,SRR14070864,male,Head and Prothorax,head,71129236,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/064/SRR14070864/SRR14070864_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/064/SRR14070864/SRR14070864_2.fastq.gz,Gnatocerus_cornutus,6.0,both_sex
Gnatocerus cornutus,Gnatocerus_cornutus,Tenebrionidae,Cucujiformia,DRR495289,male,head,head,14150998,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR495/DRR495289/DRR495289_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR495/DRR495289/DRR495289_2.fastq.gz,Gnatocerus_cornutus,1.2,both_sex
Gnatocerus cornutus,Gnatocerus_cornutus,Tenebrionidae,Cucujiformia,SRR14070862,female,Head and Prothorax,head,64831677,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/062/SRR14070862/SRR14070862_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/062/SRR14070862/SRR14070862_2.fastq.gz,Gnatocerus_cornutus,5.4,both_sex
Gnatocerus cornutus,Gnatocerus_cornutus,Tenebrionidae,Cucujiformia,SRR14070863,female,Head and Prothorax,head,59306698,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/063/SRR14070863/SRR14070863_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/063/SRR14070863/SRR14070863_2.fastq.gz,Gnatocerus_cornutus,5.0,both_sex
Gnatocerus cornutus,Gnatocerus_cornutus,Tenebrionidae,Cucujiformia,DRR495288,female,head,head,14205887,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR495/DRR495288/DRR495288_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/DRR495/DRR495288/DRR495288_2.fastq.gz,Gnatocerus_cornutus,1.2,both_sex
