tip_label,species_name,assembly_accession,family,clade,role
Malthodes_marginatus,Malthodes marginatus,GCA_965119235.1,Cantharidae,Elateriformia,ingroup
Malthodes_minimus,Malthodes minimus,GCA_964263285.1,Cantharidae,Elateriformia,ingroup
Marronus_borbonicus,Marronus borbonicus,GCA_902655005.2,Scarabaeidae,Scarabaeiformia,ingroup
Megalocaria_dilatata,Megalocaria dilatata,GCA_034642435.1,Coccinellidae,Cucujiformia,ingroup
Megatoma_undata,Megatoma undata,GCA_965643495.1,Dermestidae,Cucujiformia,ingroup
Melanotus_villosus,Melanotus villosus,GCA_963082815.1,Elateridae,Elateriformia,ingroup
Melinopterus_prodromus,Melinopterus prodromus,GCA_964023965.1,Scarabaeidae,Scarabaeiformia,ingroup
Melolontha_melolontha,Melolontha melolontha,GCA_935421215.2,Scarabaeidae,Scarabaeiformia,ingroup
Metoecus_paradoxus,Metoecus paradoxus,GCA_965282865.1,Ripiphoridae,Cucujiformia,ingroup
Micromus_angulatus,Micromus angulatus,GCA_047833675.1,Hemerobiidae,Neuroptera,outgroup
Microrhagus_pygmaeus,Microrhagus pygmaeus,GCA_965643785.1,Eucnemidae,Elateriformia,ingroup
Mongoloraphidia_duomilia,Mongoloraphidia duomilia,GCA_039654895.1,Raphidiidae,Raphidioptera,outgroup
Monochamus_alternatus,Monochamus alternatus,GCA_037114965.1,Cerambycidae,Cucujiformia,ingroup
Monochamus_saltuarius,Monochamus saltuarius,GCA_025584915.1,Cerambycidae,Cucujiformia,ingroup
Monochamus_scutellatus,Monochamus scutellatus,GCA_052862855.1,Cerambycidae,Cucujiformia,ingroup
Monochamus_sutor,Monochamus sutor,GCA_052757275.1,Cerambycidae,Cucujiformia,ingroup
Monolepta_hieroglyphica,Monolepta hieroglyphica,GCA_045514875.1,Chrysomelidae,Cucujiformia,ingroup
Mononychus_punctumalbum,Mononychus punctumalbum,GCA_977066395.1,Curculionidae,Cucujiformia,ingroup
Monotoma_picipes,Monotoma picipes,GCA_977065965.1,Monotomidae,Cucujiformia,ingroup
Morimus_asper,Morimus asper,GCA_977013095.1,Cerambycidae,Cucujiformia,ingroup
Morimus_orientalis,Morimus orientalis,GCA_976714775.1,Cerambycidae,Cucujiformia,ingroup
Mycetophagus_atomarius,Mycetophagus atomarius,GCA_977112535.1,Mycetophagidae,Cucujiformia,ingroup
Mycetophagus_piceus,Mycetophagus piceus,GCA_965642255.1,Mycetophagidae,Cucujiformia,ingroup
Mylabris_quadripunctata,Mylabris quadripunctata,GCA_977015545.1,Meloidae,Cucujiformia,ingroup
Mylabris_sibirica,Mylabris sibirica,GCA_039776855.1,Meloidae,Cucujiformia,ingroup
Myrrha_octodecimguttata,Myrrha octodecimguttata,GCA_958510865.1,Coccinellidae,Cucujiformia,ingroup
Nacerdes_melanura,Nacerdes melanura,GCA_965279825.1,Oedemeridae,Cucujiformia,ingroup
Nadezhdiella_cantori,Nadezhdiella cantori,GCA_051225655.1,Cerambycidae,Cucujiformia,ingroup
Nalassus_laevioctostriatus,Nalassus laevioctostriatus,GCA_965649385.1,Tenebrionidae,Cucujiformia,ingroup
Nebria_brevicollis,Nebria brevicollis,GCA_944738965.1,Carabidae,Adephaga,ingroup
Nebria_salina,Nebria salina,GCA_944039245.1,Carabidae,Adephaga,ingroup
Nedyus_quadrimaculatus,Nedyus quadrimaculatus,GCA_977969715.1,Curculionidae,Cucujiformia,ingroup
Neocrepidodera_transversa,Neocrepidodera transversa,GCA_963243735.1,Chrysomelidae,Cucujiformia,ingroup
Neoneuromus_ignobilis,Neoneuromus ignobilis,GCA_029203775.1,Corydalidae,Megaloptera,outgroup
Nicrophorus_investigator,Nicrophorus investigator,GCA_963457615.1,Silphidae,Staphyliniformia,ingroup
Nineta_flava,Nineta flava,GCA_963920215.1,Chrysopidae,Neuroptera,outgroup
Nothochrysa_capitata,Nothochrysa capitata,GCA_965240235.1,Chrysopidae,Neuroptera,outgroup
Notiophilus_biguttatus,Notiophilus biguttatus,GCA_965642445.1,Carabidae,Adephaga,ingroup
Notoxus_monoceros,Notoxus monoceros,GCA_965276455.1,Anthicidae,Cucujiformia,ingroup
Octodonta_nipae,Octodonta nipae,GCA_034190945.1,Chrysomelidae,Cucujiformia,ingroup
Ocypus_olens,Ocypus olens,GCA_910593695.2,Staphylinidae,Staphyliniformia,ingroup
Ocys_tachysoides,Ocys tachysoides,GCA_965282375.1,Carabidae,Adephaga,ingroup
Odontolabis_cuvera,Odontolabis cuvera,GCA_049462965.1,Lucanidae,Scarabaeiformia,ingroup
Oedemera_lurida,Oedemera lurida,GCA_979846555.1,Oedemeridae,Cucujiformia,ingroup
Ontholestes_murinus,Ontholestes murinus,GCA_963969525.1,Staphylinidae,Staphyliniformia,ingroup
Onthophagus_binodis,Onthophagus binodis,GCA_054643895.1,Scarabaeidae,Scarabaeiformia,ingroup
Onthophagus_sagittarius,Onthophagus sagittarius,GCA_036711965.1,Scarabaeidae,Scarabaeiformia,ingroup
Onthophagus_taurus,Onthophagus taurus,GCF_036711975.1,Scarabaeidae,Scarabaeiformia,ingroup
Ophonus_ardosiacus,Ophonus ardosiacus,GCA_943142095.1,Carabidae,Adephaga,ingroup
Ophraella_communa,Ophraella communa,GCA_035357415.1,Chrysomelidae,Cucujiformia,ingroup
Opilo_mollis,Opilo mollis,GCA_964338635.1,Cleridae,Cucujiformia,ingroup
Orchesia_undulata,Orchesia undulata,GCA_965642315.1,Melandryidae,Cucujiformia,ingroup
Orchestes_rusci,Orchestes rusci,GCA_958502075.1,Curculionidae,Cucujiformia,ingroup
Oryctes_borbonicus,Oryctes borbonicus,GCA_902654985.2,Scarabaeidae,Scarabaeiformia,ingroup
Oryctes_rhinoceros,Oryctes rhinoceros,GCA_020654165.1,Scarabaeidae,Scarabaeiformia,ingroup
Osmylus_fulvicephalus,Osmylus fulvicephalus,GCA_977109365.1,Osmylidae,Neuroptera,outgroup
Othius_punctulatus,Othius punctulatus,GCA_951805005.1,Staphylinidae,Staphyliniformia,ingroup
Otiorhynchus_rugosostriatus,Otiorhynchus rugosostriatus,GCA_982191755.1,Curculionidae,Cucujiformia,ingroup
Oxystoma_pomonae,Oxystoma pomonae,GCA_963921995.1,Apionidae,Cucujiformia,ingroup
Pachyrhinus_lethierryi,Pachyrhinus lethierryi,GCA_965118235.1,Curculionidae,Cucujiformia,ingroup
Pachyrhynchus_sulphureomaculatus,Pachyrhynchus sulphureomaculatus,GCA_019049505.1,Curculionidae,Cucujiformia,ingroup
Paederus_riparius,Paederus riparius,GCA_978046105.1,Staphylinidae,Staphyliniformia,ingroup
Pediacus_dermestoides,Pediacus dermestoides,GCA_963942485.1,Cucujidae,Cucujiformia,ingroup
Phaedon_cochleariae,Phaedon cochleariae,GCA_979016925.1,Chrysomelidae,Cucujiformia,ingroup
Phaleria_cadaverina,Phaleria cadaverina,GCA_977013135.1,Tenebrionidae,Cucujiformia,ingroup
Phanaeus_vindex,Phanaeus vindex,GCA_054832365.1,Scarabaeidae,Scarabaeiformia,ingroup
Philonthus_cognatus,Philonthus cognatus,GCA_932526585.2,Staphylinidae,Staphyliniformia,ingroup
Philonthus_spinipes,Philonthus spinipes,GCA_963082785.1,Staphylinidae,Staphyliniformia,ingroup
Philopedon_plagiatum,Philopedon plagiatum,GCA_963971165.1,Curculionidae,Cucujiformia,ingroup
Phosphuga_atrata,Phosphuga atrata,GCA_944588485.1,Silphidae,Staphyliniformia,ingroup
Photinus_pyralis,Photinus pyralis,GCF_008802855.1,Lampyridae,Elateriformia,ingroup
Phratora_vitellinae,Phratora vitellinae,GCA_977071015.1,Chrysomelidae,Cucujiformia,ingroup
Phyllobius_argentatus,Phyllobius argentatus,GCA_965654255.1,Curculionidae,Cucujiformia,ingroup
Phyllobius_pyri,Phyllobius pyri,GCA_980746795.1,Curculionidae,Cucujiformia,ingroup
Phyllobius_virideaeris,Phyllobius virideaeris,GCA_965643005.1,Curculionidae,Cucujiformia,ingroup
Phyllotreta_cruciferae,Phyllotreta cruciferae,GCA_917563865.1,Chrysomelidae,Cucujiformia,ingroup
Phyllotreta_striolata,Phyllotreta striolata,GCA_918026865.1,Chrysomelidae,Cucujiformia,ingroup
Plagiodera_versicolora,Plagiodera versicolora,GCA_037013635.1,Chrysomelidae,Cucujiformia,ingroup
Platydracus_latebricola,Platydracus latebricola,GCA_978021435.1,Staphylinidae,Staphyliniformia,ingroup
Platypus_cylindrus,Platypus cylindrus,GCA_949748235.1,Curculionidae,Cucujiformia,ingroup
Platyrhinus_resinosus,Platyrhinus resinosus,GCA_977061565.1,Anthribidae,Cucujiformia,ingroup
Platystomos_albinus,Platystomos albinus,GCA_964106875.1,Anthribidae,Cucujiformia,ingroup
Podabrus_alpinus,Podabrus alpinus,GCA_932274525.1,Cantharidae,Elateriformia,ingroup
Podagrica_fuscicornis,Podagrica fuscicornis,GCA_980253055.1,Chrysomelidae,Cucujiformia,ingroup
Poecilus_cupreus,Poecilus cupreus,GCA_963942605.1,Carabidae,Adephaga,ingroup
Pogonocherus_hispidulus,Pogonocherus hispidulus,GCA_963924545.1,Cerambycidae,Cucujiformia,ingroup
Polydrusus_cervinus,Polydrusus cervinus,GCA_935413205.1,Curculionidae,Cucujiformia,ingroup
Polydrusus_impressifrons,Polydrusus impressifrons,GCA_977013515.1,Curculionidae,Cucujiformia,ingroup
Polydrusus_pterygomalis,Polydrusus pterygomalis,GCA_963969555.1,Curculionidae,Cucujiformia,ingroup
Polydrusus_tereticollis,Polydrusus tereticollis,GCA_963920685.1,Curculionidae,Cucujiformia,ingroup
Popillia_japonica,Popillia japonica,GCA_042919845.1,Scarabaeidae,Scarabaeiformia,ingroup
Prionocyphon_serricornis,Prionocyphon serricornis,GCA_965648515.1,Scirtidae,Scirtoidea,ingroup
Prionychus_ater,Prionychus ater,GCA_965112505.1,Tenebrionidae,Cucujiformia,ingroup
Promethis_valgipes,Promethis valgipes,GCA_054205895.1,Tenebrionidae,Cucujiformia,ingroup
Propomacrus_cypriacus,Propomacrus cypriacus,GCA_977019095.1,Glaphyridae,Cucujiformia,ingroup
Propylea_japonica,Propylea japonica,GCA_013421045.1,Coccinellidae,Cucujiformia,ingroup
Propylea_quattuordecimpunctata,Propylea quattuordecimpunctata,GCA_976925235.1,Coccinellidae,Cucujiformia,ingroup
Prosopocoilus_inquinatus,Prosopocoilus inquinatus,GCA_036172665.1,Lucanidae,Scarabaeiformia,ingroup
Protaetia_brevitarsis,Protaetia brevitarsis,GCA_051903415.1,Scarabaeidae,Scarabaeiformia,ingroup
Pseudeuparius_sepicola,Pseudeuparius sepicola,GCA_963920635.1,Anthribidae,Cucujiformia,ingroup
Pseudocistela_ceramboides,Pseudocistela ceramboides,GCA_965601595.1,Tenebrionidae,Cucujiformia,ingroup
Psylliodes_chrysocephalus,Psylliodes chrysocephalus,GCA_927349885.1,Chrysomelidae,Cucujiformia,ingroup
Pterostichus_diligens,Pterostichus diligens,GCA_976289695.1,Carabidae,Adephaga,ingroup
Pterostichus_madidus,Pterostichus madidus,GCA_911728475.2,Carabidae,Adephaga,ingroup
Pterostichus_niger,Pterostichus niger,GCA_947425015.1,Carabidae,Adephaga,ingroup
Pterostichus_vernalis,Pterostichus vernalis,GCA_965283465.1,Carabidae,Adephaga,ingroup
Pycnomerus_fuliginosus,Pycnomerus fuliginosus,GCA_963924575.1,Zopheridae,Cucujiformia,ingroup
Pyrochroa_serraticornis,Pyrochroa serraticornis,GCA_905333025.2,Pyrochroidae,Cucujiformia,ingroup
Pyrocoelia_pectoralis,Pyrocoelia pectoralis,GCA_036250285.1,Lampyridae,Elateriformia,ingroup
Quedius_lateralis,Quedius lateralis,GCA_964338995.1,Staphylinidae,Staphyliniformia,ingroup
Radziella_styx,Radziella styx,GCA_979475445.1,Leiodidae,Staphyliniformia,ingroup
Rhagium_mordax,Rhagium mordax,GCA_963680705.1,Cerambycidae,Cucujiformia,ingroup
Rhagonycha_fulva,Rhagonycha fulva,GCA_905340355.1,Cantharidae,Elateriformia,ingroup
Rhagonycha_lignosa,Rhagonycha lignosa,GCA_965212295.1,Cantharidae,Elateriformia,ingroup
Rhagonycha_lutea,Rhagonycha lutea,GCA_958510855.1,Cantharidae,Elateriformia,ingroup
Rhizotrogus_aestivus,Rhizotrogus aestivus,GCA_965643555.1,Scarabaeidae,Scarabaeiformia,ingroup
Rhynchophorus_ferrugineus,Rhynchophorus ferrugineus,GCA_030347505.2,Curculionidae,Cucujiformia,ingroup
Rhyzobius_forestieri,Rhyzobius forestieri,GCA_966185095.1,Coccinellidae,Cucujiformia,ingroup
Rhyzopertha_dominica,Rhyzopertha dominica,GCA_055878605.1,Bostrichidae,Cucujiformia,ingroup
Rutpela_maculata,Rutpela maculata,GCA_936432065.2,Cerambycidae,Cucujiformia,ingroup
Salpingus_planirostris,Salpingus planirostris,GCA_949788335.1,Salpingidae,Cucujiformia,ingroup
Sambus_kanssuensis,Sambus kanssuensis,GCA_047651835.1,Buprestidae,Elateriformia,ingroup
Scaphidium_quadrimaculatum,Scaphidium quadrimaculatum,GCA_965282785.1,Staphylinidae,Staphyliniformia,ingroup
Scarites_abbreviatus,Scarites abbreviatus,GCA_982297035.1,Carabidae,Adephaga,ingroup
Schizotus_pectinicornis,Schizotus pectinicornis,GCA_951805265.1,Pyrochroidae,Cucujiformia,ingroup
Serangium_japonicum,Serangium japonicum,GCA_040543525.2,Coccinellidae,Cucujiformia,ingroup
Serica_brunnea,Serica brunnea,GCA_973946265.1,Scarabaeidae,Scarabaeiformia,ingroup
Serrognathus_titanus,Serrognathus titanus,GCA_039766575.1,Lucanidae,Scarabaeiformia,ingroup
Sialis_fuliginosa,Sialis fuliginosa,GCA_961205875.1,Sialidae,Megaloptera,outgroup
Sialis_lutaria,Sialis lutaria,GCA_949319165.1,Sialidae,Megaloptera,outgroup
Silvanus_unidentatus,Silvanus unidentatus,GCA_963930825.1,Silvanidae,Cucujiformia,ingroup
Sisyphus_schaefferi,Sisyphus schaefferi,GCA_977862225.1,Scarabaeidae,Scarabaeiformia,ingroup
Sisyra_nigra,Sisyra nigra,GCA_958496155.1,Sisyridae,Neuroptera,outgroup
Sisyra_terminalis,Sisyra terminalis,GCA_958496175.1,Sisyridae,Neuroptera,outgroup
Sitona_lineatus,Sitona lineatus,GCA_964263205.1,Curculionidae,Cucujiformia,ingroup
Sitophilus_oryzae,Sitophilus oryzae,GCA_002938485.2,Curculionidae,Cucujiformia,ingroup
Sitophilus_zeamais,Sitophilus zeamais,GCA_047936755.1,Curculionidae,Cucujiformia,ingroup
Sphaeridium_bipustulatum,Sphaeridium bipustulatum,GCA_977013595.1,Hydrophilidae,Staphyliniformia,ingroup
Sphaeroderma_testaceum,Sphaeroderma testaceum,GCA_971796245.1,Chrysomelidae,Cucujiformia,ingroup
Staphylinus_erythropterus,Staphylinus erythropterus,GCA_964211955.1,Staphylinidae,Staphyliniformia,ingroup
Stenocarus_ruficornis,Stenocarus ruficornis,GCA_977017535.1,Curculionidae,Cucujiformia,ingroup
Stenolophus_ochropezus,Stenolophus ochropezus,GCA_035578165.1,Carabidae,Adephaga,ingroup
Stenosis_austini,Stenosis austini,GCA_976980505.1,Tenebrionidae,Cucujiformia,ingroup
Stenurella_melanura,Stenurella melanura,GCA_963583905.1,Cerambycidae,Cucujiformia,ingroup
Stenus_bimaculatus,Stenus bimaculatus,GCA_963971135.1,Staphylinidae,Staphyliniformia,ingroup
Stictoleptura_scutellata,Stictoleptura scutellata,GCA_964212005.1,Cerambycidae,Cucujiformia,ingroup
Subcoccinella_vigintiquattuorpunctata,Subcoccinella vigintiquattuorpunctata,GCA_965783985.1,Coccinellidae,Cucujiformia,ingroup
Tachinus_rufipes,Tachinus rufipes,GCA_963932245.1,Staphylinidae,Staphyliniformia,ingroup
Tachyporus_hypnorum,Tachyporus hypnorum,GCA_965783885.1,Staphylinidae,Staphyliniformia,ingroup
Taeniapion_urticarium,Taeniapion urticarium,GCA_978019935.1,Apionidae,Cucujiformia,ingroup
Taphrorychus_bicolor,Taphrorychus bicolor,GCA_951812265.1,Curculionidae,Cucujiformia,ingroup
Tarphius_canariensis,Tarphius canariensis,GCA_964277315.1,Zopheridae,Cucujiformia,ingroup
Tenebrio_molitor,Tenebrio molitor,GCF_963966145.1,Tenebrionidae,Cucujiformia,ingroup
Tetraopes_melanurus,Tetraopes melanurus,GCA_054850815.1,Cerambycidae,Cucujiformia,ingroup
Tetraopes_sublaevis,Tetraopes sublaevis,GCA_054850805.1,Cerambycidae,Cucujiformia,ingroup
Tetraopes_tetrophthalmus,Tetraopes tetrophthalmus,GCA_054850835.1,Cerambycidae,Cucujiformia,ingroup
Tetropium_fuscum,Tetropium fuscum,GCA_964058775.1,Cerambycidae,Cucujiformia,ingroup
Thanatophilus_sinuatus,Thanatophilus sinuatus,GCA_051122355.1,Silphidae,Staphyliniformia,ingroup
Tillus_elongatus,Tillus elongatus,GCA_964006375.1,Cleridae,Cucujiformia,ingroup
Tomicus_yunnanensis,Tomicus yunnanensis,GCA_054825155.1,Curculionidae,Cucujiformia,ingroup
Tribolium_castaneum,Tribolium castaneum,GCF_031307605.1,Tenebrionidae,Cucujiformia,ingroup
Tribolium_confusum,Tribolium confusum,GCA_029207805.1,Tenebrionidae,Cucujiformia,ingroup
Tribolium_freemani,Tribolium freemani,GCA_939628115.1,Tenebrionidae,Cucujiformia,ingroup
Tribolium_madens,Tribolium madens,GCF_015345945.1,Tenebrionidae,Cucujiformia,ingroup
Trigonoscuta_pilosa,Trigonoscuta pilosa,GCA_046128435.1,Curculionidae,Cucujiformia,ingroup
Trypoxylus_dichotomus,Trypoxylus dichotomus,GCA_023509865.1,Scarabaeidae,Scarabaeiformia,ingroup
Tytthaspis_sedecimpunctata,Tytthaspis sedecimpunctata,GCA_977970285.1,Coccinellidae,Cucujiformia,ingroup
Uleiota_planata,Uleiota planata,GCA_965112455.1,Silvanidae,Cucujiformia,ingroup
Ulomoides_dermestoides,Ulomoides dermestoides,GCA_040954815.1,Tenebrionidae,Cucujiformia,ingroup
Xantholinus_longiventris,Xantholinus longiventris,GCA_978045125.1,Staphylinidae,Staphyliniformia,ingroup
Xanthostigma_xanthostigma,Xanthostigma xanthostigma,GCA_963575645.1,Raphidiidae,Raphidioptera,outgroup
Xestobium_rufovillosum,Xestobium rufovillosum,GCA_963966045.2,Ptinidae,Cucujiformia,ingroup
Xyleborus_affinis,Xyleborus affinis,GCA_046766355.1,Curculionidae,Cucujiformia,ingroup
Xyleborus_bispinatus,Xyleborus bispinatus,GCA_049176215.1,Curculionidae,Cucujiformia,ingroup
Zophobas_atratus,Zophobas atratus,GCA_022388445.1,Tenebrionidae,Cucujiformia,ingroup
Zophobas_morio,Zophobas morio,GCA_027724725.1,Tenebrionidae,Cucujiformia,ingroup
