tip_label,source_tier,family,superfamily,suborder,which_creedy_clades
GCA_025399995.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_951805265.1,genome,Pyrochroidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_030264515.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_040543525.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_973946265.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_039766575.1,genome,Lucanidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_963930825.1,genome,Silvanidae,Cucujoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Cucujoidea_ss
GCA_036346155.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_036325965.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_977862225.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_964263205.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_002938485.2,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_047936755.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_982345495.1,genome,Leiodidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_033557685.1,genome,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Hydrophiloidea|Hydrophiloidea+Histeroidea
GCA_977013595.1,genome,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Hydrophiloidea|Hydrophiloidea+Histeroidea
GCA_971796245.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_964211955.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_977017535.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_037414795.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_035578165.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_976980505.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_963583905.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_963971135.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_051294475.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_964212005.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_965783985.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_963932245.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_030264575.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_965783885.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_978019935.1,genome,Apionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_951812265.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_964277315.1,genome,Zopheridae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_033557385.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_963966145.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_025400035.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_054850815.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_054850805.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_054850835.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_964058775.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_051122355.1,genome,Silphidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_033557495.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_964006375.1,genome,Cleridae,Cleroidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Cleroidea
GCA_054825155.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_054771555.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_050230255.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_031307605.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_019155225.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_939628115.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_015345945.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_046128435.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_982185335.1,genome,Leiodidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_055532135.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_023509865.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_977970285.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_965112455.1,genome,Silvanidae,Cucujoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Cucujoidea_ss
GCA_040954815.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_036346205.1,genome,Lampyridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_019419845.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_978045125.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_963966045.1,genome,Ptinidae,Bostrichoidea,Polyphaga,Coleoptera|Polyphaga|Bostrichiformia
GCA_046766355.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_049176215.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_049176235.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_037414775.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_022388445.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_042767095.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_032362365.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
Priacma_serrata_GACO00000000.1,transcriptome,Cupedidae,Cupedoidea,Archostemata,Coleoptera|Archostemata
Micromalthus_debilis_GBKV00000000.1,transcriptome,Micromalthidae,Cupedoidea,Archostemata,Coleoptera|Archostemata
Hydroscapha_natans_GACH00000000.1,transcriptome,Hydroscaphidae,Sphaeriusoidea,Myxophaga,Coleoptera|Myxophaga
Lepicerus_inaequalis_GACD00000000.1,transcriptome,Lepiceridae,Lepiceroidea,Myxophaga,Coleoptera|Myxophaga
Apis_mellifera_GCF_003254395.2,outgroup,Apidae,Apoidea,Hymenoptera,
Nasonia_vitripennis_GCF_009193385.2,outgroup,Pteromalidae,Chalcidoidea,Hymenoptera,
Athalia_rosae_GCF_000344095.2,outgroup,Tenthredinidae,Tenthredinoidea,Hymenoptera,
Sphaerius_sp1_DIY,DIY_assembly,Sphaeriusidae,Sphaeriusoidea,Myxophaga,Coleoptera|Myxophaga
Sphaerius_sp2_DIY,DIY_assembly,Sphaeriusidae,Sphaeriusoidea,Myxophaga,Coleoptera|Myxophaga
