tip_label,source_tier,family,superfamily,suborder,which_creedy_clades
GCA_965112895.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_025399875.2,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_949768715.1,genome,Dascillidae,Dascilloidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Dascilloidea
GCA_028583605.1,genome,Bothrideridae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_027574845.2,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_965152765.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_040113315.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_020466585.2,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_024550625.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_964205235.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_031893035.2,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_918026665.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_040954645.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_917563875.2,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_963583935.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_034092305.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_043773845.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_036711955.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_029229535.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_026250575.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_026230145.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_026230105.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_033557515.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_975146085.1,genome,Biphyllidae,Cleroidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Cleroidea
GCA_027575565.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_055671715.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_052550795.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_033060865.1,genome,Lucanidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_958336345.1,genome,Lucanidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_027580035.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_052815825.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_973896625.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_963989225.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_965644065.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_029619325.2,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_051939025.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_029619255.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_029619315.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_029618875.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_027574905.2,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_030557295.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_027574925.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_027574945.2,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_027574965.2,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_014849505.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_964023215.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_947652605.1,genome,Elmidae,Dryopoidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia
GCA_977013105.1,genome,Endomychidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_958510875.1,genome,Endomychidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_033557785.1,genome,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Hydrophiloidea|Hydrophiloidea+Histeroidea
GCA_021725515.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_033557285.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_040894065.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_046736385.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_965643585.1,genome,Mycetophagidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_032191655.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_040115645.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_039881205.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_029955175.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_030556245.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_963921935.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_910591675.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_963978555.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_910591695.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_980434365.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_910591685.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_963576655.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_965641405.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_030264215.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_959613385.1,genome,Geotrupidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_029298725.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_018342105.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_977014565.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_978019395.1,genome,Leiodidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_964332215.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_964656865.1,genome,Erirhinidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_030264735.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_965648495.1,genome,Tetratomidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_937662695.2,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_914767665.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_965642415.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_965601895.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_963082715.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_951394225.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_033557245.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_033557835.1,genome,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Hydrophiloidea|Hydrophiloidea+Histeroidea
GCA_963082805.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_030704895.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_951812935.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_981691985.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_038502775.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_046424425.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_030556065.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_963695495.2,genome,Histeridae,Histeroidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Histeroidea|Hydrophiloidea+Histeroidea
GCA_023690525.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_013841215.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_051167335.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_013841185.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_033557855.1,genome,Hydrochidae,Hydrophiloidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Hydrophiloidea|Hydrophiloidea+Histeroidea
GCA_965643735.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_041296355.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_052863015.1,genome,Cantharidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_011009095.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_056632495.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_018691245.2,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_976954485.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_016097725.2,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_037464855.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_043790905.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_046237675.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_050230135.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_030620095.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_964211925.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_025447835.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_051313465.2,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_027574705.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_965654235.1,genome,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Hydrophiloidea|Hydrophiloidea+Histeroidea
GCA_947359425.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_013368075.1,genome,Lampyridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_050947525.1,genome,Lampyridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_976997085.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_041228435.2,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_977012605.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_979861375.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_976916715.1,genome,Attelabidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_030157265.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_965240315.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_982375295.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_965260835.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_965644585.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_966112595.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_933228885.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_978019415.1,genome,Leiodidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_024712935.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_015342085.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_015342125.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_015342165.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_015342045.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_015342205.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_015342145.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_015342105.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_015342025.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_015342065.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_947310635.1,genome,Leiodidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_963675555.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_030264655.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_965644545.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_975739945.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_051989325.1,genome,Geotrupidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_052696345.1,genome,Geotrupidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_046866795.1,genome,Nitidulidae,Nitiduloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia
GCA_014611495.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_057128385.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_965119585.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_030264535.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_978021545.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_963971575.1,genome,Dytiscidae,Dytiscoidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Hydradephaga|Dytiscoidea
GCA_030264695.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_014170235.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_019359885.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_949126875.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_947563755.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_965178105.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_964258785.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
