tip_label,species,family,suborder,tier,source_path_on_grace,file_present_yet,busco_mode,assembly_level
GCA_056790185.1,Chelymorpha alternans,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_056790185.1/*_genomic.fna,yes,genome,Contig
GCA_038088585.1,Chrysina gloriosa,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_038088585.1/ncbi_dataset/data/GCA_038088585.1/*_genomic.fna,yes,genome,Chromosome
GCA_010091895.1,Chrysina resplendens,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_010091895.1/*_genomic.fna,yes,genome,Scaffold
GCA_958502065.1,Chrysolina americana,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_958502065.1/ncbi_dataset/data/GCA_958502065.1/*_genomic.fna,yes,genome,Chromosome
GCA_964197785.1,Chrysolina graminis,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964197785.1/ncbi_dataset/data/GCA_964197785.1/*_genomic.fna,yes,genome,Chromosome
GCA_958298965.1,Chrysolina haemoptera,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_958298965.1/ncbi_dataset/data/GCA_958298965.1/*_genomic.fna,yes,genome,Chromosome
GCA_979300175.1,Chrysolina herbacea,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_979300175.1/ncbi_dataset/data/GCA_979300175.1/*_genomic.fna,yes,genome,Chromosome
GCA_982264245.1,Chrysolina hyperici,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_982264245.1/ncbi_dataset/data/GCA_982264245.1/*_genomic.fna,yes,genome,Chromosome
GCA_944452925.2,Chrysolina oricalcia,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_944452925.2/ncbi_dataset/data/GCA_944452925.2/*_genomic.fna,yes,genome,Chromosome
GCA_027562985.1,Chrysomela aeneicollis,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_027562985.1/*_genomic.fna,yes,genome,Chromosome
GCA_965642295.1,Chrysomela populi,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965642295.1/ncbi_dataset/data/GCA_965642295.1/*_genomic.fna,yes,genome,Chromosome
GCA_965121785.1,Chrysomela saliceti,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965121785.1/ncbi_dataset/data/GCA_965121785.1/*_genomic.fna,yes,genome,Chromosome
GCA_977930235.1,Cis bilamellatus,Ciidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977930235.1/ncbi_dataset/data/GCA_977930235.1/*_genomic.fna,yes,genome,Chromosome
GCA_963966155.1,Clivina fossor,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963966155.1/ncbi_dataset/data/GCA_963966155.1/*_genomic.fna,yes,genome,Chromosome
GCA_965178175.1,Coccidula rufa,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965178175.1/ncbi_dataset/data/GCA_965178175.1/*_genomic.fna,yes,genome,Chromosome
GCA_965644565.1,Coccinella magnifica,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965644565.1/ncbi_dataset/data/GCA_965644565.1/*_genomic.fna,yes,genome,Chromosome
GCA_907165205.1,Coccinella septempunctata,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_907165205.1/*_genomic.fna,yes,genome,Chromosome
GCA_056522465.1,Coccinella transversoguttata,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_056522465.1/*_genomic.fna,yes,genome,Chromosome
GCA_979606585.1,Coelostoma orbiculare,Hydrophilidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_979606585.1/ncbi_dataset/data/GCA_979606585.1/*_genomic.fna,yes,genome,Chromosome
GCA_964656385.1,Colydium elongatum,Zopheridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964656385.1/ncbi_dataset/data/GCA_964656385.1/*_genomic.fna,yes,genome,Chromosome
GCA_032191685.1,Copris fidius,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_027574865.2,Coproporus ventriculus,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_033557675.1,Coptodactyla brooksi,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_031761425.1,Cosmopolites sordidus,Curculionidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_965645225.1,Crepidodera aurata,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965645225.1/ncbi_dataset/data/GCA_965645225.1/*_genomic.fna,yes,genome,Chromosome
GCA_949320105.1,Crepidodera aurea,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_949320105.1/*_genomic.fna,yes,genome,Chromosome
GCA_965615805.1,Crepidodera fulvicornis,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965615805.1/ncbi_dataset/data/GCA_965615805.1/*_genomic.fna,yes,genome,Chromosome
GCA_958507055.1,Crioceris asparagi,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_958507055.1/ncbi_dataset/data/GCA_958507055.1/*_genomic.fna,yes,genome,Chromosome
GCA_978018155.1,Crudosilis ruficollis,Cantharidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_978018155.1/ncbi_dataset/data/GCA_978018155.1/*_genomic.fna,yes,genome,Chromosome
GCA_946251905.1,Cryptocephalus moraei,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_946251905.1/ncbi_dataset/data/GCA_946251905.1/*_genomic.fna,yes,genome,Chromosome
GCA_963576515.1,Cryptocephalus primarius,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963576515.1/ncbi_dataset/data/GCA_963576515.1/*_genomic.fna,yes,genome,Chromosome
GCA_965663585.1,Cryptocephalus pusillus,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965663585.1/ncbi_dataset/data/GCA_965663585.1/*_genomic.fna,yes,genome,Chromosome
GCA_013387265.2,Cryptolaemus montrouzieri,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_013387265.2/ncbi_dataset/data/GCA_013387265.2/*_genomic.fna,yes,genome,Scaffold
GCA_963556235.1,Cryptophagus acutangulus,Cryptophagidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963556235.1/ncbi_dataset/data/GCA_963556235.1/*_genomic.fna,yes,genome,Chromosome
GCA_965641385.1,Cryptorhynchus lapathi,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965641385.1/ncbi_dataset/data/GCA_965641385.1/*_genomic.fna,yes,genome,Chromosome
GCA_958336395.1,Ctenicera cuprea,Elateridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_958336395.1/ncbi_dataset/data/GCA_958336395.1/*_genomic.fna,yes,genome,Chromosome
GCA_051047995.1,Curculio caryae,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_051047995.1/ncbi_dataset/data/GCA_051047995.1/*_genomic.fna,yes,genome,Chromosome
GCA_965648435.1,Curculio glandium,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965648435.1/ncbi_dataset/data/GCA_965648435.1/*_genomic.fna,yes,genome,Chromosome
GCA_029955315.1,Cylas formicarius,Brentidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_029955315.1/*_genomic.fna,yes,genome,Scaffold
GCA_030157275.1,Cynaeus angustus,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_030157275.1/ncbi_dataset/data/GCA_030157275.1/*_genomic.fna,yes,genome,Chromosome
GCA_030704885.1,Cynegetis impunctata,Coccinellidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_030264615.1,Cypha longicornis,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_056777075.1,Cyrtotrachelus buqueti,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_056777075.1/*_genomic.fna,yes,genome,Chromosome
GCA_976941425.1,Dailognatha quadricollis,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_976941425.1/*_genomic.fna,yes,genome,Chromosome
GCA_965112895.1,Dalopius marginatus,Elateridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965112895.1/ncbi_dataset/data/GCA_965112895.1/*_genomic.fna,yes,genome,Chromosome
GCA_025399875.2,Dalotia coriaria,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_025399875.2/*_genomic.fna,yes,genome,Scaffold
GCA_949768715.1,Dascillus cervinus,Dascillidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_949768715.1/ncbi_dataset/data/GCA_949768715.1/*_genomic.fna,yes,genome,Chromosome
GCA_028583605.1,Dastarcus helophoroides,Bothrideridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_028583605.1/ncbi_dataset/data/GCA_028583605.1/*_genomic.fna,yes,genome,Chromosome
GCA_027574845.2,Deinopsis erosa,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_965152765.1,Dendarus foraminosus,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965152765.1/ncbi_dataset/data/GCA_965152765.1/*_genomic.fna,yes,genome,Chromosome
GCA_040113315.1,Dendroctonus frontalis,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_040113315.1/ncbi_dataset/data/GCA_040113315.1/*_genomic.fna,yes,genome,Chromosome
GCA_020466585.2,Dendroctonus ponderosae,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_020466585.2/ncbi_dataset/data/GCA_020466585.2/*_genomic.fna,yes,genome,Scaffold
GCA_024550625.1,Dendroctonus valens,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_024550625.1/ncbi_dataset/data/GCA_024550625.1/*_genomic.fna,yes,genome,Scaffold
GCA_964205235.1,Denticollis linearis,Elateridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964205235.1/ncbi_dataset/data/GCA_964205235.1/*_genomic.fna,yes,genome,Chromosome
GCA_031893035.2,Dermolepida albohirtum,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_918026665.1,Diabrotica balteata,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_918026665.1/ncbi_dataset/data/GCA_918026665.1/*_genomic.fna,yes,genome,Chromosome
GCA_040954645.1,Diabrotica undecimpunctata,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_040954645.1/*_genomic.fna,yes,genome,Chromosome
GCA_917563875.2,Diabrotica virgifera,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_917563875.2/*_genomic.fna,yes,genome,Chromosome
GCA_963583935.1,Diaperis boleti,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963583935.1/ncbi_dataset/data/GCA_963583935.1/*_genomic.fna,yes,genome,Chromosome
GCA_034092305.1,Diaprepes abbreviatus,Curculionidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_043773845.1,Dicheirus dilatatus,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_043773845.1/*_genomic.fna,yes,genome,Scaffold
GCA_036711955.1,Digitonthophagus gazella,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_036711955.1/ncbi_dataset/data/GCA_036711955.1/*_genomic.fna,yes,genome,Scaffold
GCA_029229535.1,Diorhabda carinata,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_029229535.1/ncbi_dataset/data/GCA_029229535.1/*_genomic.fna,yes,genome,Chromosome
GCA_026250575.1,Diorhabda carinulata,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_026250575.1/*_genomic.fna,yes,genome,Chromosome
GCA_026230145.1,Diorhabda elongata,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_026230145.1/ncbi_dataset/data/GCA_026230145.1/*_genomic.fna,yes,genome,Chromosome
GCA_026230105.1,Diorhabda sublineata,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_026230105.1/*_genomic.fna,yes,genome,Chromosome
GCA_033557515.1,Diorygopyx duplodentatus,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_975146085.1,Diplocoelus fagi,Biphyllidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_975146085.1/ncbi_dataset/data/GCA_975146085.1/*_genomic.fna,yes,genome,Chromosome
GCA_027575565.1,Diploeciton nevermanni,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_027575565.1/ncbi_dataset/data/GCA_027575565.1/*_genomic.fna,yes,genome,Scaffold
GCA_055671715.1,Distenia gracilis,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_055671715.1/ncbi_dataset/data/GCA_055671715.1/*_genomic.fna,yes,genome,Chromosome
GCA_052550795.1,Donacia provostii,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_052550795.1/ncbi_dataset/data/GCA_052550795.1/*_genomic.fna,yes,genome,Scaffold
GCA_033060865.1,Dorcus hopei,Lucanidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_033060865.1/ncbi_dataset/data/GCA_033060865.1/*_genomic.fna,yes,genome,Chromosome
GCA_958336345.1,Dorcus parallelipipedus,Lucanidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_958336345.1/ncbi_dataset/data/GCA_958336345.1/*_genomic.fna,yes,genome,Chromosome
GCA_027580035.1,Dorylogaster longipes,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_052815825.1,Dorysthenes granulosus,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_052815825.1/ncbi_dataset/data/GCA_052815825.1/*_genomic.fna,yes,genome,Chromosome
GCA_973896625.1,Drilus flavescens,Elateridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_973896625.1/ncbi_dataset/data/GCA_973896625.1/*_genomic.fna,yes,genome,Chromosome
GCA_963989225.1,Dromius quadrimaculatus,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963989225.1/ncbi_dataset/data/GCA_963989225.1/*_genomic.fna,yes,genome,Chromosome
GCA_965644065.1,Drusilla canaliculata,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965644065.1/ncbi_dataset/data/GCA_965644065.1/*_genomic.fna,yes,genome,Chromosome
GCA_029619325.2,Dynastes grantii,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_029619325.2/ncbi_dataset/data/GCA_029619325.2/*_genomic.fna,yes,genome,Scaffold
GCA_051939025.1,Dynastes hercules,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_051939025.1/ncbi_dataset/data/GCA_051939025.1/*_genomic.fna,yes,genome,Scaffold
GCA_029619255.1,Dynastes hyllus,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_029619255.1/*_genomic.fna,yes,genome,Scaffold
GCA_029619315.1,Dynastes maya,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_029619315.1/*_genomic.fna,yes,genome,Scaffold
GCA_029618875.1,Dynastes tityus,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_029618875.1/*_genomic.fna,yes,genome,Scaffold
GCA_027574905.2,Earota dentata,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_030557295.1,Ecitodaemon sp. MM-2014,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_027574925.1,Ecitoglossa quadriceps,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_027574945.2,Ecitomorpha arachnoides,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_027574965.2,Ecitophya simulans,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_014849505.1,Elaeidobius kamerunicus,Curculionidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_964023215.1,Eledona agricola,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_964023215.1/*_genomic.fna,yes,genome,Chromosome
GCA_947652605.1,Elmis aenea,Elmidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_947652605.1/ncbi_dataset/data/GCA_947652605.1/*_genomic.fna,yes,genome,Chromosome
GCA_977013105.1,Endomychus armeniacus,Endomychidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977013105.1/ncbi_dataset/data/GCA_977013105.1/*_genomic.fna,yes,genome,Chromosome
GCA_958510875.1,Endomychus coccineus,Endomychidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_958510875.1/ncbi_dataset/data/GCA_958510875.1/*_genomic.fna,yes,genome,Chromosome
GCA_033557785.1,Enochrus cinctus,Hydrophilidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_021725515.1,Epicauta chinensis,Meloidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_033557285.1,Epilissus splendidus,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_040894065.1,Eucryptorrhynchus brandti,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_040894065.1/ncbi_dataset/data/GCA_040894065.1/*_genomic.fna,yes,genome,Chromosome
GCA_046736385.1,Eucryptorrhynchus scrobiculatus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_046736385.1/ncbi_dataset/data/GCA_046736385.1/*_genomic.fna,yes,genome,Chromosome
GCA_965643585.1,Eulagius filicornis,Mycetophagidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965643585.1/ncbi_dataset/data/GCA_965643585.1/*_genomic.fna,yes,genome,Chromosome
GCA_032191655.1,Euoniticellus fulvus,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_040115645.1,Euwallacea fornicatus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_040115645.1/*_genomic.fna,yes,genome,Chromosome
GCA_039881205.1,Euwallacea similis,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_039881205.1/*_genomic.fna,yes,genome,Chromosome
GCA_029955175.1,Exocentrus adspersus,Cerambycidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_030556245.1,Falagria sp. GC000072,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_963921935.1,Galeruca laticollis,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963921935.1/ncbi_dataset/data/GCA_963921935.1/*_genomic.fna,yes,genome,Chromosome
GCA_910591675.1,Galerucella calmariensis,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_963978555.1,Galerucella nymphaeae,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963978555.1/ncbi_dataset/data/GCA_963978555.1/*_genomic.fna,yes,genome,Chromosome
GCA_910591695.1,Galerucella pusilla,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_980434365.1,Galerucella sagittariae,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_980434365.1/ncbi_dataset/data/GCA_980434365.1/*_genomic.fna,yes,genome,Chromosome
GCA_910591685.1,Galerucella tenella,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_963576655.1,Gastrophysa polygoni,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963576655.1/ncbi_dataset/data/GCA_963576655.1/*_genomic.fna,yes,genome,Chromosome
GCA_965641405.1,Gastrophysa viridula,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965641405.1/ncbi_dataset/data/GCA_965641405.1/*_genomic.fna,yes,genome,Chromosome
GCA_030264215.1,Geostiba sp. GC000077,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_959613385.1,Geotrupes spiniger,Geotrupidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_959613385.1/ncbi_dataset/data/GCA_959613385.1/*_genomic.fna,yes,genome,Chromosome
GCA_029298725.1,Gnatocerus cornutus,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_029298725.1/ncbi_dataset/data/GCA_029298725.1/*_genomic.fna,yes,genome,Chromosome
GCA_018342105.1,Gonioctena quinquepunctata,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_977014565.1,Gonodera luperus,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977014565.1/ncbi_dataset/data/GCA_977014565.1/*_genomic.fna,yes,genome,Chromosome
GCA_978019395.1,Graciliella metohijensis,Leiodidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_978019395.1/ncbi_dataset/data/GCA_978019395.1/*_genomic.fna,yes,genome,Chromosome
GCA_964332215.1,Grammoptera ruficornis,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964332215.1/ncbi_dataset/data/GCA_964332215.1/*_genomic.fna,yes,genome,Chromosome
GCA_964656865.1,Grypus equiseti,Erirhinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964656865.1/ncbi_dataset/data/GCA_964656865.1/*_genomic.fna,yes,genome,Chromosome
GCA_030264735.1,Gymnusa sp. GC000175,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_965648495.1,Hallomenus binotatus,Tetratomidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965648495.1/ncbi_dataset/data/GCA_965648495.1/*_genomic.fna,yes,genome,Chromosome
GCA_937662695.2,Halyzia sedecimguttata,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_937662695.2/ncbi_dataset/data/GCA_937662695.2/*_genomic.fna,yes,genome,Chromosome
GCA_914767665.1,Harmonia axyridis,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_914767665.1/*_genomic.fna,yes,genome,Chromosome
GCA_965642415.1,Harmonia quadripunctata,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965642415.1/ncbi_dataset/data/GCA_965642415.1/*_genomic.fna,yes,genome,Chromosome
GCA_965601895.1,Harpalus anxius,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965601895.1/ncbi_dataset/data/GCA_965601895.1/*_genomic.fna,yes,genome,Chromosome
GCA_963082715.1,Harpalus rubripes,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963082715.1/ncbi_dataset/data/GCA_963082715.1/*_genomic.fna,yes,genome,Chromosome
GCA_951394225.1,Harpalus rufipes,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_951394225.1/ncbi_dataset/data/GCA_951394225.1/*_genomic.fna,yes,genome,Chromosome
GCA_033557245.1,Helictopleurus sicardi,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_033557835.1,Helochares maculicollis,Hydrophilidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_963082805.1,Hemicrepidius hirtus,Elateridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963082805.1/ncbi_dataset/data/GCA_963082805.1/*_genomic.fna,yes,genome,Chromosome
