tip_label,species,family,suborder,tier,source_path_on_grace,file_present_yet,busco_mode,assembly_level
GCA_963457615.1,Nicrophorus investigator,Silphidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963457615.1/ncbi_dataset/data/GCA_963457615.1/*_genomic.fna,yes,genome,Chromosome
GCA_018845635.2,Nicrophorus orbicollis,Silphidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_048003765.1,Nicrophorus vespilloides,Silphidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_048003765.1/*_genomic.fna,yes,genome,Scaffold
GCA_050230155.1,Nipponaphaenops erraticus,Carabidae,Adephaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_965642445.1,Notiophilus biguttatus,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965642445.1/ncbi_dataset/data/GCA_965642445.1/*_genomic.fna,yes,genome,Chromosome
GCA_965276455.1,Notoxus monoceros,Anthicidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965276455.1/ncbi_dataset/data/GCA_965276455.1/*_genomic.fna,yes,genome,Chromosome
GCA_020654155.1,Novius pumilus,Coccinellidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_034190945.1,Octodonta nipae,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_034190945.1/ncbi_dataset/data/GCA_034190945.1/*_genomic.fna,yes,genome,Chromosome
GCA_910593695.1,Ocypus olens,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_910593695.1/*_genomic.fna,yes,genome,Chromosome
GCA_965282375.1,Ocys tachysoides,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965282375.1/ncbi_dataset/data/GCA_965282375.1/*_genomic.fna,yes,genome,Chromosome
GCA_049462965.1,Odontolabis cuvera,Lucanidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_049462965.1/ncbi_dataset/data/GCA_049462965.1/*_genomic.fna,yes,genome,Chromosome
GCA_979846555.1,Oedemera lurida,Oedemeridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_979846555.1/ncbi_dataset/data/GCA_979846555.1/*_genomic.fna,yes,genome,Chromosome
GCA_030264595.1,Oligota sp. GC000189,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_963969525.1,Ontholestes murinus,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963969525.1/ncbi_dataset/data/GCA_963969525.1/*_genomic.fna,yes,genome,Chromosome
GCA_054643895.1,Onthophagus binodis,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_054643895.1/ncbi_dataset/data/GCA_054643895.1/*_genomic.fna,yes,genome,Chromosome
GCA_036711965.1,Onthophagus sagittarius,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_036711965.1/ncbi_dataset/data/GCA_036711965.1/*_genomic.fna,yes,genome,Scaffold
GCA_036711975.1,Onthophagus taurus,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_036711975.1/*_genomic.fna,yes,genome,Chromosome
GCA_943142095.1,Ophonus ardosiacus,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_943142095.1/ncbi_dataset/data/GCA_943142095.1/*_genomic.fna,yes,genome,Chromosome
GCA_035357415.1,Ophraella communa,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_035357415.1/ncbi_dataset/data/GCA_035357415.1/*_genomic.fna,yes,genome,Chromosome
GCA_964338635.1,Opilo mollis,Cleridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964338635.1/ncbi_dataset/data/GCA_964338635.1/*_genomic.fna,yes,genome,Chromosome
GCA_965642315.1,Orchesia undulata,Melandryidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965642315.1/ncbi_dataset/data/GCA_965642315.1/*_genomic.fna,yes,genome,Chromosome
GCA_958502075.1,Orchestes rusci,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_958502075.1/ncbi_dataset/data/GCA_958502075.1/*_genomic.fna,yes,genome,Chromosome
GCA_902654985.1,Oryctes borbonicus,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_902654985.1/*_genomic.fna,yes,genome,Scaffold
GCA_020654165.1,Oryctes rhinoceros,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_020654165.1/ncbi_dataset/data/GCA_020654165.1/*_genomic.fna,yes,genome,Scaffold
GCA_004796505.1,Oryzaephilus surinamensis,Silvanidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_004796505.1/*_genomic.fna,yes,genome,Scaffold
GCA_031763485.1,Osmoderma eremita,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_951805005.1,Othius punctulatus,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_951805005.1/ncbi_dataset/data/GCA_951805005.1/*_genomic.fna,yes,genome,Chromosome
GCA_982191755.1,Otiorhynchus rugosostriatus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_982191755.1/ncbi_dataset/data/GCA_982191755.1/*_genomic.fna,yes,genome,Chromosome
GCA_030264175.1,Oxypoda opaca,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_982345265.1,Oxypselaphus obscurus,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_982345265.1/*_genomic.fna,yes,genome,Chromosome
GCA_963921995.1,Oxystoma pomonae,Apionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963921995.1/ncbi_dataset/data/GCA_963921995.1/*_genomic.fna,yes,genome,Chromosome
GCA_965118235.1,Pachyrhinus lethierryi,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965118235.1/ncbi_dataset/data/GCA_965118235.1/*_genomic.fna,yes,genome,Chromosome
GCA_019049505.1,Pachyrhynchus sulphureomaculatus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_019049505.1/ncbi_dataset/data/GCA_019049505.1/*_genomic.fna,yes,genome,Chromosome
GCA_978046105.1,Paederus riparius,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_978046105.1/ncbi_dataset/data/GCA_978046105.1/*_genomic.fna,yes,genome,Chromosome
GCA_963942485.1,Pediacus dermestoides,Cucujidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963942485.1/ncbi_dataset/data/GCA_963942485.1/*_genomic.fna,yes,genome,Chromosome
GCA_979016925.1,Phaedon cochleariae,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_979016925.1/ncbi_dataset/data/GCA_979016925.1/*_genomic.fna,yes,genome,Chromosome
GCA_982319415.1,Phaedon tumidulus,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_982319415.1/*_genomic.fna,yes,genome,Chromosome
GCA_033557805.1,Phaenonotum sp. SLE1380,Hydrophilidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_977013135.1,Phaleria cadaverina,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977013135.1/ncbi_dataset/data/GCA_977013135.1/*_genomic.fna,yes,genome,Chromosome
GCA_054832365.1,Phanaeus vindex,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_054832365.1/ncbi_dataset/data/GCA_054832365.1/*_genomic.fna,yes,genome,Scaffold
GCA_932526585.1,Philonthus cognatus,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_932526585.1/*_genomic.fna,yes,genome,Chromosome
GCA_963082785.1,Philonthus spinipes,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963082785.1/ncbi_dataset/data/GCA_963082785.1/*_genomic.fna,yes,genome,Chromosome
GCA_963971165.1,Philopedon plagiatum,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963971165.1/ncbi_dataset/data/GCA_963971165.1/*_genomic.fna,yes,genome,Chromosome
GCA_944588485.1,Phosphuga atrata,Silphidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_944588485.1/ncbi_dataset/data/GCA_944588485.1/*_genomic.fna,yes,genome,Chromosome
GCA_008802855.1,Photinus pyralis,Lampyridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_008802855.1/*_genomic.fna,yes,genome,Scaffold
GCA_977071015.1,Phratora vitellinae,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977071015.1/ncbi_dataset/data/GCA_977071015.1/*_genomic.fna,yes,genome,Chromosome
GCA_024586415.1,Phrixothrix hirtus,Phengodidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_965654395.1,Phyllobius argentatus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_965654395.1/*_genomic.fna,yes,genome,Chromosome
GCA_980746795.1,Phyllobius pyri,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_980746795.1/ncbi_dataset/data/GCA_980746795.1/*_genomic.fna,yes,genome,Chromosome
GCA_965643005.1,Phyllobius virideaeris,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965643005.1/ncbi_dataset/data/GCA_965643005.1/*_genomic.fna,yes,genome,Chromosome
GCA_917563865.1,Phyllotreta cruciferae,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_917563865.1/ncbi_dataset/data/GCA_917563865.1/*_genomic.fna,yes,genome,Chromosome
GCA_918026865.1,Phyllotreta striolata,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_918026865.1/ncbi_dataset/data/GCA_918026865.1/*_genomic.fna,yes,genome,Chromosome
GCA_982374485.1,Phytoecia cylindrica,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_982374485.1/*_genomic.fna,yes,genome,Chromosome
GCA_016904865.1,Pissodes strobi,Curculionidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_035321685.1,Plagiodera versicolora,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_035321685.1/*_genomic.fna,yes,genome,Chromosome
GCA_036346225.1,Platerodrilus igneus,Lycidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_050242975.1,Plateumaris germari,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_050242975.1/*_genomic.fna,yes,genome,Contig
GCA_978021435.1,Platydracus latebricola,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_978021435.1/ncbi_dataset/data/GCA_978021435.1/*_genomic.fna,yes,genome,Chromosome
GCA_949748235.1,Platypus cylindrus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_949748235.1/ncbi_dataset/data/GCA_949748235.1/*_genomic.fna,yes,genome,Chromosome
GCA_977061565.1,Platyrhinus resinosus,Anthribidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977061565.1/ncbi_dataset/data/GCA_977061565.1/*_genomic.fna,yes,genome,Chromosome
GCA_964106875.1,Platystomos albinus,Anthribidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964106875.1/ncbi_dataset/data/GCA_964106875.1/*_genomic.fna,yes,genome,Chromosome
GCA_027576655.1,Platyusa sonomae,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_932274525.1,Podabrus alpinus,Cantharidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_932274525.1/ncbi_dataset/data/GCA_932274525.1/*_genomic.fna,yes,genome,Chromosome
GCA_980253055.1,Podagrica fuscicornis,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_980253055.1/ncbi_dataset/data/GCA_980253055.1/*_genomic.fna,yes,genome,Chromosome
GCA_963942605.1,Poecilus cupreus,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963942605.1/ncbi_dataset/data/GCA_963942605.1/*_genomic.fna,yes,genome,Chromosome
GCA_963924545.1,Pogonocherus hispidulus,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963924545.1/ncbi_dataset/data/GCA_963924545.1/*_genomic.fna,yes,genome,Chromosome
GCA_002278615.1,Pogonus chalceus,Carabidae,Adephaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Chromosome
GCA_935413205.1,Polydrusus cervinus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_935413205.1/ncbi_dataset/data/GCA_935413205.1/*_genomic.fna,yes,genome,Chromosome
GCA_977013515.1,Polydrusus impressifrons,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977013515.1/ncbi_dataset/data/GCA_977013515.1/*_genomic.fna,yes,genome,Chromosome
GCA_963969555.1,Polydrusus pterygomalis,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963969555.1/ncbi_dataset/data/GCA_963969555.1/*_genomic.fna,yes,genome,Chromosome
GCA_963920685.1,Polydrusus tereticollis,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963920685.1/ncbi_dataset/data/GCA_963920685.1/*_genomic.fna,yes,genome,Chromosome
GCA_042919755.1,Popillia japonica,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_042919755.1/*_genomic.fna,yes,genome,Scaffold
GCA_000281835.1,Priacma serrata,Cupedidae,Archostemata,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_965648555.1,Prionocyphon serricornis,Scirtidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_965648555.1/*_genomic.fna,yes,genome,Chromosome
GCA_965112505.1,Prionychus ater,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965112505.1/ncbi_dataset/data/GCA_965112505.1/*_genomic.fna,yes,genome,Chromosome
GCA_054205895.1,Promethis valgipes,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_054205895.1/ncbi_dataset/data/GCA_054205895.1/*_genomic.fna,yes,genome,Chromosome
GCA_977019095.1,Propomacrus cypriacus,Glaphyridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977019095.1/ncbi_dataset/data/GCA_977019095.1/*_genomic.fna,yes,genome,Chromosome
GCA_013421045.1,Propylea japonica,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_013421045.1/ncbi_dataset/data/GCA_013421045.1/*_genomic.fna,yes,genome,Chromosome
GCA_976925235.1,Propylea quattuordecimpunctata,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_976925235.1/ncbi_dataset/data/GCA_976925235.1/*_genomic.fna,yes,genome,Chromosome
GCA_036172665.1,Prosopocoilus inquinatus,Lucanidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_036172665.1/ncbi_dataset/data/GCA_036172665.1/*_genomic.fna,yes,genome,Chromosome
GCA_051903415.1,Protaetia brevitarsis,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_051903415.1/ncbi_dataset/data/GCA_051903415.1/*_genomic.fna,yes,genome,Chromosome
GCA_963920635.1,Pseudeuparius sepicola,Anthribidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963920635.1/ncbi_dataset/data/GCA_963920635.1/*_genomic.fna,yes,genome,Chromosome
GCA_965601595.1,Pseudocistela ceramboides,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965601595.1/ncbi_dataset/data/GCA_965601595.1/*_genomic.fna,yes,genome,Chromosome
GCA_027576155.1,Pseudomimeciton antennatum,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_927349885.1,Psylliodes chrysocephalus,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_927349885.1/ncbi_dataset/data/GCA_927349885.1/*_genomic.fna,yes,genome,Chromosome
GCA_976289695.1,Pterostichus diligens,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_976289695.1/ncbi_dataset/data/GCA_976289695.1/*_genomic.fna,yes,genome,Chromosome
GCA_911728475.1,Pterostichus madidus,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_911728475.1/*_genomic.fna,yes,genome,Chromosome
GCA_947425015.1,Pterostichus niger,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_947425015.1/ncbi_dataset/data/GCA_947425015.1/*_genomic.fna,yes,genome,Chromosome
GCA_965283465.1,Pterostichus vernalis,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965283465.1/ncbi_dataset/data/GCA_965283465.1/*_genomic.fna,yes,genome,Chromosome
GCA_963924575.1,Pycnomerus fuliginosus,Zopheridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963924575.1/ncbi_dataset/data/GCA_963924575.1/*_genomic.fna,yes,genome,Chromosome
GCA_905333025.1,Pyrochroa serraticornis,Pyrochroidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_905333025.1/*_genomic.fna,yes,genome,Chromosome
GCA_036250285.1,Pyrocoelia pectoralis,Lampyridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_036250285.1/ncbi_dataset/data/GCA_036250285.1/*_genomic.fna,yes,genome,Chromosome
GCA_033557875.1,Quadriops clusia,Hydrophilidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_964338995.1,Quedius lateralis,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964338995.1/ncbi_dataset/data/GCA_964338995.1/*_genomic.fna,yes,genome,Chromosome
GCA_979475445.1,Radziella styx,Leiodidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_979475445.1/ncbi_dataset/data/GCA_979475445.1/*_genomic.fna,yes,genome,Chromosome
GCA_963680705.1,Rhagium mordax,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963680705.1/ncbi_dataset/data/GCA_963680705.1/*_genomic.fna,yes,genome,Chromosome
GCA_905340355.1,Rhagonycha fulva,Cantharidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_905340355.1/ncbi_dataset/data/GCA_905340355.1/*_genomic.fna,yes,genome,Chromosome
GCA_965212295.1,Rhagonycha lignosa,Cantharidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965212295.1/ncbi_dataset/data/GCA_965212295.1/*_genomic.fna,yes,genome,Chromosome
GCA_958510855.1,Rhagonycha lutea,Cantharidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_958510855.1/ncbi_dataset/data/GCA_958510855.1/*_genomic.fna,yes,genome,Chromosome
GCA_036326145.1,Rhagophthalmus giganteus,Rhagophthalmidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_029963845.1,Rhamnusium bicolor,Cerambycidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_965643555.1,Rhizotrogus aestivus,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965643555.1/ncbi_dataset/data/GCA_965643555.1/*_genomic.fna,yes,genome,Chromosome
GCA_030347505.1,Rhynchophorus ferrugineus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_030347505.1/*_genomic.fna,yes,genome,Scaffold
GCA_966185095.1,Rhyzobius forestieri,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_966185095.1/ncbi_dataset/data/GCA_966185095.1/*_genomic.fna,yes,genome,Chromosome
GCA_054553145.1,Rhyzopertha dominica,Bostrichidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_054553145.1/*_genomic.fna,yes,genome,Chromosome
GCA_037954035.1,Rosalia funebris,Cerambycidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_936432065.2,Rutpela maculata,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_936432065.2/ncbi_dataset/data/GCA_936432065.2/*_genomic.fna,yes,genome,Chromosome
GCA_949788335.1,Salpingus planirostris,Salpingidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_949788335.1/ncbi_dataset/data/GCA_949788335.1/*_genomic.fna,yes,genome,Chromosome
GCA_047651835.1,Sambus kanssuensis,Buprestidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_047651835.1/ncbi_dataset/data/GCA_047651835.1/*_genomic.fna,yes,genome,Chromosome
GCA_032191635.1,Sarophorus costatus,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_965282785.1,Scaphidium quadrimaculatum,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965282785.1/ncbi_dataset/data/GCA_965282785.1/*_genomic.fna,yes,genome,Chromosome
GCA_982297005.1,Scarites abbreviatus,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_982297005.1/*_genomic.fna,yes,genome,Chromosome
GCA_025399995.1,Sceptobius lativentris,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_951805265.1,Schizotus pectinicornis,Pyrochroidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_951805265.1/ncbi_dataset/data/GCA_951805265.1/*_genomic.fna,yes,genome,Chromosome
GCA_030264515.1,Sepedophilus sp. GC000190,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_040543525.1,Serangium japonicum,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_040543525.1/*_genomic.fna,yes,genome,Chromosome
GCA_973946265.1,Serica brunnea,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_973946265.1/ncbi_dataset/data/GCA_973946265.1/*_genomic.fna,yes,genome,Chromosome
GCA_039766575.1,Serrognathus titanus,Lucanidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_039766575.1/ncbi_dataset/data/GCA_039766575.1/*_genomic.fna,yes,genome,Chromosome
GCA_963930825.1,Silvanus unidentatus,Silvanidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963930825.1/ncbi_dataset/data/GCA_963930825.1/*_genomic.fna,yes,genome,Chromosome
GCA_036346155.1,Sinelater perroti,Elateridae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_036325965.1,Sinopyrophorus schimmeli,Elateridae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_977862225.1,Sisyphus schaefferi,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977862225.1/ncbi_dataset/data/GCA_977862225.1/*_genomic.fna,yes,genome,Chromosome
GCA_964263205.1,Sitona lineatus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964263205.1/ncbi_dataset/data/GCA_964263205.1/*_genomic.fna,yes,genome,Chromosome
GCA_002938485.2,Sitophilus oryzae,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_002938485.2/ncbi_dataset/data/GCA_002938485.2/*_genomic.fna,yes,genome,Scaffold
GCA_047936755.1,Sitophilus zeamais,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_047936755.1/ncbi_dataset/data/GCA_047936755.1/*_genomic.fna,yes,genome,Chromosome
GCA_982345495.1,Spelaeobates novaki,Leiodidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_982345495.1/*_genomic.fna,yes,genome,Chromosome
GCA_033557685.1,Sperchopsis tessellata,Hydrophilidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_977013595.1,Sphaeridium bipustulatum,Hydrophilidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977013595.1/ncbi_dataset/data/GCA_977013595.1/*_genomic.fna,yes,genome,Chromosome
GCA_971796245.1,Sphaeroderma testaceum,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_971796245.1/ncbi_dataset/data/GCA_971796245.1/*_genomic.fna,yes,genome,Chromosome
